regname,areaname,tername,KOATUU_2020,KATOTTG_2023
Сумська область,Роменський район,с.Мелешківка,5923587203,UA59060090360095837
Одеська область,Болградський район,с.Малоярославець Другий,5124785001,UA51060170090026954
Одеська область,Одеський район,с.Лиманка,5123755802,UA51100290030015330
Миколаївська область,Миколаївський район,с.Василівка (Березанська),4820955106,UA48060010050011746
Миколаївська область,Первомайський район,с.Новокрасне,4820355102,UA48080010080045800
Одеська область,Одеський район,с.Сухий Лиман,5123755803,UA51100290040016733
Рівненська область,Дубенський район,с.Торговиця,5623886709,UA56040230090051289
Рівненська область,Дубенський район,с.Бондарі,5621688203,UA56040310020064271
Рівненська область,Дубенський район,с.Молодаво Перше,5621685604,UA56040270120092968
Рівненська область,Дубенський район,с.Дубини,5625883903,UA56040130090096092
Рівненська область,Рівненський район,с.Даничів,5623082001,UA56060310100016326
Рівненська область,Рівненський район,с.Руда-Красна,5624684503,UA56060290050026808
Одеська область,Одеський район,с.Важне,5121080702,UA51100090030062655
Одеська область,Одеський район,с.Санжійка,5123781303,UA51100130080077392
Одеська область,Одеський район,смт Авангард,5123755200,UA51100010010083015
Львівська область,Червоноградський район,с.Домашів,4624882001,UA46120010080015687
Львівська область,Червоноградський район,с.Сушно,4623986201,UA46120090370037926
Львівська область,Яворівський район,с.Бортятин,4622410501,UA46140070030039823
Львівська область,Яворівський район,с.Малі Мокряни,4622484401,UA46140070170062497
Миколаївська область,Баштанський район,с.Новоданилівка (Казанківська),4823655121,UA48020130290056319
Одеська область,Березівський район,с.Петрівка (Новокальчевська),5121283806,UA51020170060014540
Тернопільська область,Тернопільський район,с.Теклівка,6124610514,UA61040430150045989
Тернопільська область,Тернопільський район,с.Мовчанівка,6124655111,UA61040350120049215
Тернопільська область,Тернопільський район,с.Рай,6110590002,UA61040030180052131
Тернопільська область,Тернопільський район,с.Йосипівка (Великоберезовицька),6125283701,UA61040070040075674
Одеська область,Білгород-Дністровський район,с.Міняйлівка,5124582301,UA51040150020036270
Одеська область,Болградський район,с.Вознесенка Перша,5120481001,UA51060150040012748
Одеська область,Одеський район,с.Іванове,5122785101,UA51100190040031541
Одеська область,Одеський район,с.Велика Балка,5121084202,UA51100230030074219
Харківська область,Богодухівський район,с.Баранове,6321280501,UA63020030040061287
Харківська область,Ізюмський район,с.Протопопівка,6320285601,UA63040010270011460
Харківська область,Красноградський район,с.Залінійне,6322255108,UA63060010080010108
Рівненська область,Рівненський район,с.Новомалин,5624285601,UA56060450360042739
Рівненська область,Рівненський район,с.Верхів,5624281601,UA56060450110070174
Рівненська область,Рівненський район,с.Бродівське,5624288802,UA56060450070086152
Рівненська область,Сарненський район,с.Дерть,5625084402,UA56080150090072996
Полтавська область,Полтавський район,с.Базилівщина,5323080701,UA53080250030010692
Полтавська область,Полтавський район,с.Молодиківщина,5324282803,UA53080390420053138
Львівська область,Яворівський район,с.Іорданівка,4622483203,UA46140090140010979
Миколаївська область,Миколаївський район,с.Червоноволодимирівка,4824881604,UA48060330150088289
Тернопільська область,Тернопільський район,с.Підвисоке,6120485701,UA61040310130011329
Тернопільська область,Тернопільський район,с.Скорики,6124687101,UA61040450010027499
Тернопільська область,Тернопільський район,с.Жовнівка,6120481601,UA61040030050036546
Тернопільська область,Кременецький район,с.Мала Горянка,6123484406,UA61020110070036908
Тернопільська область,Кременецький район,с.Котюжини,6122481202,UA61020050140041289
Тернопільська область,Кременецький район,с.Ходаки,6125810134,UA61020150420065006
Тернопільська область,Кременецький район,с.Чайчинці,6123885701,UA61020010110080140
Тернопільська область,Кременецький район,с.Малі Дедеркали,6125881803,UA61020030050095730
Тернопільська область,Тернопільський район,с.Золочівка,6123082003,UA61040230180031109
Тернопільська область,Тернопільський район,с.Щепанів,6123088801,UA61040230360050295
Тернопільська область,Тернопільський район,с.Заберізки,6123084802,UA61040230150055083
Тернопільська область,Тернопільський район,с.Гайок,6120483002,UA61040310040079179
Тернопільська область,Тернопільський район,с.Пальчинці,6124687110,UA61040450160093349
Тернопільська область,Чортківський район,с.Звенигород,6121285403,UA61060070140011683
Тернопільська область,Чортківський район,с.Велеснів,6124280401,UA61060310040044223
Тернопільська область,Чортківський район,с.Сороки,6121287001,UA61060070350075964
Харківська область,Красноградський район,с.Леб'яже,6322255111,UA63060010130090616
Харківська область,Лозівський район,с.Софіївка Перша,6320686301,UA63100030860036547
Харківська область,Харківський район,с-ще Караван (Люботинська),6311290003,UA63120110100054660
Одеська область,Березівський район,с.Новопетрівка (Миколаївська),5123583001,UA51020150120066856
Одеська область,Білгород-Дністровський район,с.Негрове,5124583206,UA51040170060032496
Одеська область,Болградський район,с.Садове,5120485902,UA51060190050011966
Полтавська область,Миргородський район,с.Соснівка (Лютенська),5320487801,UA53060210110055313
Полтавська область,Миргородський район,с.Ковердина Балка,5325755126,UA53060330260075284
Рівненська область,Сарненський район,с.Озерськ,5621883903,UA56080070260080747
Рівненська область,Сарненський район,с.Лугове,5621885007,UA56080110050081156
Рівненська область,Сарненський район,с.Висоцьк,5621882001,UA56080050010081440
Миколаївська область,Первомайський район,с-ще Кавуни,4820381501,UA48080010120078591
Одеська область,Березівський район,с.Виноград,5121282003,UA51020210030013454
Сумська область,Сумський район,с.Велика Рибиця,5922383304,UA59080170030096327
Сумська область,Шосткинський район,с.Землянка,5921581107,UA59100010060075406
Сумська область,Шосткинський район,с.Микитівка,5925682501,UA59100110100093086
Тернопільська область,Кременецький район,с.Людвище,6125885101,UA61020150220042614
Тернопільська область,Кременецький район,с.Великі Кусківці,6123882101,UA61020010030045692
Одеська область,Одеський район,с.Хоминка,5123981406,UA51100150070048370
Одеська область,Одеський район,с.Вапнярка,5122783902,UA51100350020079519
Одеська область,Подільський район,с.Плоске,5120687201,UA51120030290021918
Одеська область,Подільський район,с.Левантівка,5123182503,UA51120150210037066
Одеська область,Подільський район,с.Розалівка,5122983851,UA51120110470064583
Одеська область,Подільський район,с.Агафіївка,5123380301,UA51120130020088728
Одеська область,Подільський район,с.Савранське,5120687502,UA51120170060090736
Одеська область,Подільський район,с.Обжиле,5110290018,UA51120030220093939
Одеська область,Роздільнянський район,с.Новосавицьке,5121680806,UA51140030060070849
Полтавська область,Лубенський район,с.Сліпорід-Іванівка,5320882502,UA53040010370036513
Полтавська область,Лубенський район,с.Тарасівка (Гребінківська),5320886001,UA53040010410097455
Сумська область,Конотопський район,с.Сніжки,5920986401,UA59020050250045350
Сумська область,Конотопський район,с.В'язенка,5923882301,UA59020150070080490
Тернопільська область,Кременецький район,с.Нападівка,6123880602,UA61020010060048383
Тернопільська область,Кременецький район,с.Малий Кунинець,6122481002,UA61020050180058550
Тернопільська область,Кременецький район,с.Потуторів,6125810125,UA61020150320069223
Тернопільська область,Тернопільський район,с.Довге,6125010105,UA61040470060035039
Тернопільська область,Тернопільський район,с.Семиківці,6125083618,UA61040190180045367
Тернопільська область,Тернопільський район,с.Білоголови,6122680401,UA61040130020058916
Тернопільська область,Тернопільський район,с.Курівці,6110190006,UA61040490070077728
Тернопільська область,Тернопільський район,с.Долина,6125010106,UA61040470070079740
Тернопільська область,Тернопільський район,с.Лавриківці,6122683705,UA61040170270093502
Тернопільська область,Чортківський район,с.Підзамочок,6121285401,UA61060070270023851
Тернопільська область,Чортківський район,с.Горигляди,6124282401,UA61060270040035308
Полтавська область,Миргородський район,с.Мареничі,5323287704,UA53060070110015529
Полтавська область,Миргородський район,с.Баранівка,5325755109,UA53060330030046028
Полтавська область,Миргородський район,с.Михайлики,5325755137,UA53060330380053592
Полтавська область,Миргородський район,с.Вертелецьке,5325755113,UA53060330090073920
Полтавська область,Полтавський район,с.Перегонівка,5321883204,UA53080130430029379
Полтавська область,Полтавський район,с.Тури,5324281608,UA53080390700034707
Полтавська область,Полтавський район,с.Любка,5322281302,UA53080170050079947
Хмельницька область,Хмельницький район,с.Спасівка,6821255509,UA68040350230039266
Хмельницька область,Хмельницький район,с.Слобідка (Деражнянська),6821587403,UA68040150290052821
Хмельницька область,Хмельницький район,с.Богданівці (Хмельницька),6821580401,UA68040470040056895
Хмельницька область,Хмельницький район,с.Мисюрівка,6824455122,UA68040430210070235
Полтавська область,Миргородський район,с.Семенівка,5320280904,UA53060030210070008
Полтавська область,Полтавський район,с.Мала Рублівка,5322282501,UA53080030170026488
Львівська область,Червоноградський район,с.Барилів,4623980401,UA46120070030051908
Львівська область,Червоноградський район,с.Нісмичі,4624885704,UA46120110300081247
Львівська область,Червоноградський район,с.Завишень,4624855301,UA46120110160095841
Львівська область,Яворівський район,с.Довгомостиська,4622410504,UA46140070100053523
Харківська область,Богодухівський район,с.Феськи,6322655163,UA63020050570072351
Харківська область,Богодухівський район,с.Костів,6321283501,UA63020030430077313
Харківська область,Куп'янський район,с.Петрівка (Шевченківська),6325785701,UA63080150390066333
Рівненська область,Вараський район,с.Чучеве,5620881504,UA56020150080056826
Рівненська область,Вараський район,с.Рудка,5620881204,UA56020030130059959
Рівненська область,Вараський район,смт Рафалівка,5620855400,UA56020150010083249
Рівненська область,Дубенський район,с.Хорупань,5623880514,UA56040010140050459
Рівненська область,Дубенський район,с.Пустоіванне,5625883918,UA56040130170057904
Рівненська область,Дубенський район,с.Зарічне,5625883911,UA56040130100058420
Рівненська область,Рівненський район,с.Загороща,5624685902,UA56060330020064593
Рівненська область,Рівненський район,с.Богдашів,5622680601,UA56060250020080082
Хмельницька область,Шепетівський район,с.Семенів,6820387301,UA68060030450038801
Хмельницька область,Шепетівський район,с.Лютарка,6822183601,UA68060090230059054
Хмельницька область,Шепетівський район,с.Весняне,6820384502,UA68060030060081178
Хмельницька область,Шепетівський район,с.Дяків,6823980610,UA68060010060092763
Черкаська область,Звенигородський район,с.Надточаївка,7125710105,UA71020330140016072
Черкаська область,Звенигородський район,с.Товста,7120387501,UA71020070090076237
Черкаська область,Звенигородський район,с.Топильна,7125788801,UA71020330210090001
Черкаська область,Звенигородський район,с.Радчиха,7122255402,UA71020110030092952
Черкаська область,Уманський район,с.Шуляки,7120989701,UA71060090270029240
Миколаївська область,Первомайський район,с.Кам'яний Міст (Кам'яномостівська),4825482203,UA48080070040024460
Тернопільська область,Чортківський район,с.Підлісся,6121285405,UA61060070280059010
Тернопільська область,Чортківський район,с.Чабарівка,6121680406,UA61060090080073586
Тернопільська область,Чортківський район,с.Личківці,6121683901,UA61060130100077157
Тернопільська область,Чортківський район,с.Латківці,6120855412,UA61060290140086599
Тернопільська область,Чортківський район,с.Гуштинка,6120855704,UA61060350060088438
Тернопільська область,Чортківський район,с.Королівка (Товстенська),6122055504,UA61060370090095384
Полтавська область,Кременчуцький район,с.Кияшки,5310290309,UA53020030080016843
Одеська область,Подільський район,с.Гулянка,5123180801,UA51120150120036309
Одеська область,Подільський район,с.Антонівка (Окнянська),5123180401,UA51120150020089197
Одеська область,Подільський район,с.Солтанівка,5123355307,UA51120070080090513
Полтавська область,Кременчуцький район,с.Кордубанове,5320610101,UA53020010240022749
Полтавська область,Кременчуцький район,с.Тарасівка,5324555101,UA53020230380057283
Львівська область,Стрийський район,с.Дем'янка-Наддністрянська,4621583303,UA46100050060026991
Львівська область,Червоноградський район,с.Матів,4624886904,UA46120110280027341
Львівська область,Червоноградський район,с.Поздимир,4623984401,UA46120130120028747
Одеська область,Болградський район,с.Ламбрівка,5124784430,UA51060050160024960
Одеська область,Одеський район,с.Ілічанка,5122782602,UA51100190050067704
Херсонська область,Каховський район,с.Костянтинівка (Костянтинівська),6522683001,UA65060130010060241
Полтавська область,Кременчуцький район,с.Бурти,5322480402,UA53020070030074532
Полтавська область,Кременчуцький район,с.Пироги,5320610120,UA53020010460082066
Одеська область,Березівський район,с.Левадівка,5123582201,UA51020010070059523
Одеська область,Подільський район,с.Вільшанка,5124382701,UA51120210050028931
Одеська область,Подільський район,с.Будеї,5122581201,UA51120090030053700
Одеська область,Роздільнянський район,с.Балкове,5123984702,UA51140130050069569
Одеська область,Білгород-Дністровський район,с.Південне,5120886404,UA51040230130077843
Черкаська область,Черкаський район,с.Мале Старосілля,7123785001,UA71080010040095846
Рівненська область,Вараський район,с.Радове,5622282714,UA56020110180049902
Рівненська область,Дубенський район,с.Великі Сади,5621683503,UA56040270030023223
Рівненська область,Дубенський район,с.Копані,5625810107,UA56040290110034662
Рівненська область,Дубенський район,с.Гаї-Лев'ятинські,5625810104,UA56040290080036485
Рівненська область,Дубенський район,с.Судобичі,5621685211,UA56040350170051610
Чернівецька область,Дністровський район,с.Малинці,7325085201,UA73040050060043500
Полтавська область,Кременчуцький район,с.Василівка (Семенівська),5324580801,UA53020230100038597
Полтавська область,Кременчуцький район,с.Кузьменки,5310290313,UA53020030090091802
Полтавська область,Кременчуцький район,с.Балабушині Верби,5320687602,UA53020010040093727
Полтавська область,Лубенський район,с.Шишаки,5324881912,UA53040110900037471
Полтавська область,Лубенський район,с.Лісянщина,5324887713,UA53040110460082661
Полтавська область,Миргородський район,с.Бутова Долина,5320255103,UA53060030070036867
Рівненська область,Дубенський район,с.Яблунівка,5623886909,UA56040250090070379
Рівненська область,Дубенський район,с.Стара Носовиця,5621686013,UA56040350160077179
Рівненська область,Рівненський район,с.Кошатів,5622680603,UA56060250070012659
Рівненська область,Рівненський район,с.Бронне,5620481401,UA56060370020042882
Рівненська область,Рівненський район,с.Світанок,5623086901,UA56060090140071292
Рівненська область,Рівненський район,с.Мнишин,5621282004,UA56060010060092783
Сумська область,Сумський район,с.Веселе (Миколаївська),5920655303,UA59080130110015569
Чернівецька область,Чернівецький район,с.Онут,7321586005,UA73060090060029768
Чернівецька область,Чернівецький район,с.Хлівище,7322588701,UA73060470030044348
Херсонська область,Херсонський район,смт Антонівка,6510165300,UA65100150020050619
Хмельницька область,Кам'янець-Подільський район,с.Чечельник,6821884708,UA68020150070026920
Хмельницька область,Хмельницький район,с.Великий Олександрів,6820681001,UA68040050040019479
Хмельницька область,Хмельницький район,с.Рудня,6823055136,UA68040230370034297
Рівненська область,Сарненський район,с.Жадень,5621885004,UA56080110040039727
Сумська область,Конотопський район,с.Ярове,5922688701,UA59020090710026768
Сумська область,Конотопський район,с.Дяківка,5920983201,UA59020030160035884
Сумська область,Конотопський район,с.Стрільники,5923887701,UA59020150460066770
Рівненська область,Сарненський район,с.Єльне,5625087402,UA56080150100039126
Сумська область,Конотопський район,с.Линове,5923886313,UA59020110160044047
Сумська область,Конотопський район,с.Михайлівка,5920984601,UA59020030250071218
Сумська область,Охтирський район,с.Вільне,5921280501,UA59040030030074236
Сумська область,Охтирський район,с.Сосонка,5910290009,UA59040110100074705
Львівська область,Яворівський район,с.Рокитне,4625880818,UA46140010250080530
Сумська область,Роменський район,с.Семенівка,5923286201,UA59060070300012450
Сумська область,Сумський район,с.Софіївка (Миколаївська),5924785421,UA59080150220016122
Сумська область,Сумський район,с.Катеринівка (Лебединська),5922984601,UA59080110440032668
Чернігівська область,Ніжинський район,с.Високе,7420881201,UA74040110010012603
Чернігівська область,Новгород-Сіверський район,с.Костобобрів,7424710120,UA74060070270043018
Чернігівська область,Прилуцький район,с.Леляки,7421155105,UA74080010160033930
Чернігівська область,Прилуцький район,с.Остапівка,7421183601,UA74080010220070602
Чернігівська область,Прилуцький район,с.Українське,7425384501,UA74080190390074807
Чернігівська область,Прилуцький район,с.Кухарка,7421183206,UA74080010150087247
Чернігівська область,Прилуцький район,с.Антонівка,7421180401,UA74080010020090734
Чернігівська область,Чернігівський район,с.Карасинівка,7422055114,UA74100190180049317
Рівненська область,Вараський район,с.Бродниця,5622280702,UA56020070040028258
Рівненська область,Вараський район,с.Кругле,5620881203,UA56020030100076333
Рівненська область,Дубенський район,с.Війниця,5623880505,UA56040010040039033
Рівненська область,Дубенський район,с.Сестрятин,5625887801,UA56040290220050727
Одеська область,Одеський район,с.Дмитрівка,5122781301,UA51100110040026346
Хмельницька область,Хмельницький район,с.Перегінка,6825886403,UA68040330210051919
Хмельницька область,Хмельницький район,с.Чухелі,6820910140,UA68040090510058331
Хмельницька область,Хмельницький район,с.Ставниця,6823055401,UA68040270090068427
Хмельницька область,Хмельницький район,с.Коричинці,6821555403,UA68040070090076627
Рівненська область,Дубенський район,с.Срібне,5625884806,UA56040150220063991
Рівненська область,Рівненський район,с.Андрусіїв,5621284402,UA56060170020016161
Рівненська область,Рівненський район,с.Рубче,5624683307,UA56060150110060645
Чернігівська область,Чернігівський район,с.Трудове,7424482602,UA74100330450085934
Одеська область,Одеський район,с.Прилиманське,5123783501,UA51100010040080110
Одеська область,Одеський район,с.Любопіль,5122780505,UA51100110090085521
Одеська область,Подільський район,с-ще Борщі (Куяльницька),5122983806,UA51120110570050042
Одеська область,Подільський район,с.Кричунове,5123382601,UA51120130210065559
Одеська область,Одеський район,с-ще Ліски,5122783202,UA51100350060059983
Рівненська область,Рівненський район,с.Річки,5623086301,UA56060310260084729
Сумська область,Конотопський район,с.Руднєве,5923887201,UA59020150380048160
Сумська область,Шосткинський район,с.Макове,5925384201,UA59100170220056139
Сумська область,Шосткинський район,с-ще Привокзальне,5925655106,UA59100190320068795
Сумська область,Шосткинський район,с-ще Будівельне,5921581003,UA59100030250079348
Сумська область,Шосткинський район,с.Білиця,5925680301,UA59100190040089763
Сумська область,Шосткинський район,с.Семенівка,5921586001,UA59100030190097463
Черкаська область,Звенигородський район,с.Терешки,7125710109,UA71020330190016571
Черкаська область,Звенигородський район,с.Лащова,7124085001,UA71020290180028420
Черкаська область,Звенигородський район,с.Кобринова Гребля,7124083601,UA71020290130028503
Черкаська область,Звенигородський район,с.Шубині Стави,7122888401,UA71020090120038049
Черкаська область,Звенигородський район,с.Кобиляки (Водяницька),7121281602,UA71020090030050952
Тернопільська область,Чортківський район,с.Устечко,6122089201,UA61060370230029963
Тернопільська область,Чортківський район,с.Кулаківці,6122085501,UA61060170200030520
Тернопільська область,Тернопільський район,с.Баранівка,6120482502,UA61040030020018393
Тернопільська область,Тернопільський район,с.Вербівці,6125010102,UA61040470030021426
Тернопільська область,Тернопільський район,с.Вільховець,6120487903,UA61040410040021712
Тернопільська область,Тернопільський район,с.Підберізці,6122688602,UA61040130110021906
Тернопільська область,Тернопільський район,с.Плотича (Білецька),6125286801,UA61040050080032865
Тернопільська область,Тернопільський район,с.Лисичинці,6124685004,UA61040450110034240
Тернопільська область,Тернопільський район,с.Шумляни,6124888301,UA61040410190044297
Полтавська область,Полтавський район,с.Канави,5321883001,UA53080130210017502
Полтавська область,Полтавський район,с.Лихачівка,5322282505,UA53080030160053413
Полтавська область,Полтавський район,с.Жадани,5321084505,UA53080050200056285
Полтавська область,Полтавський район,с.Потічок,5324284201,UA53080390630078190
Рівненська область,Вараський район,с.Іванчі,5620888003,UA56020130040017078
Сумська область,Сумський район,с.Вири,5920681801,UA59080210070074233
Тернопільська область,Чортківський район,с.Голігради,6122081702,UA61060170090033755
Тернопільська область,Чортківський район,с.Перемилів,6121685701,UA61060410070036683
Тернопільська область,Чортківський район,с.Залісся (Заводська),6125583201,UA61060150020047462
Харківська область,Богодухівський район,с.Петрівка,6322655149,UA63020050420061792
Харківська область,Красноградський район,с.Парасковія (Старовірівська),6324285509,UA63060110160029107
Полтавська область,Лубенський район,с.Запорожчине,5324885005,UA53040110280099412
Полтавська область,Миргородський район,с.Максимівка,5320486503,UA53060170090018998
Тернопільська область,Тернопільський район,с.Соколів,6125083620,UA61040190200054695
Тернопільська область,Тернопільський район,с.Божиків,6120486701,UA61040410030056827
Тернопільська область,Тернопільський район,с.Манаїв,6122682202,UA61040170290057252
Тернопільська область,Тернопільський район,с.Хмелівка,6125089201,UA61040290200067085
Тернопільська область,Тернопільський район,с.Решнівка,6122484804,UA61040150380069365
Тернопільська область,Тернопільський район,с.Волиця (Нараївська),6120487302,UA61040310030071812
Тернопільська область,Тернопільський район,с.Щаснівка,6124687114,UA61040450230087398
Тернопільська область,Чортківський район,с.Оришківці,6121685401,UA61060250070016602
Сумська область,Конотопський район,с.Добротове,5922683001,UA59020090210090661
Сумська область,Роменський район,с.Баба,5923581302,UA59060090030034253
Сумська область,Сумський район,с.Червлене,5922989101,UA59080111100075435
Сумська область,Шосткинський район,с.Пустогород,5921585201,UA59100070150016589
Сумська область,Шосткинський район,с.Сваркове,5921555805,UA59100150060025027
Одеська область,Одеський район,с.Паліївка,5121081703,UA51100090100098354
Одеська область,Подільський район,м.Кодима,5122510100,UA51120090010012317
Тернопільська область,Чортківський район,с.Самолусківці,6121686701,UA61060130120027482
Тернопільська область,Чортківський район,с.Сков'ятин,6120887401,UA61060050190059110
Тернопільська область,Чортківський район,с.Олексинці,6120880301,UA61060030050080759
Тернопільська область,Чортківський район,с.Сухостав,6121687701,UA61060250090091630
Харківська область,Богодухівський район,с.Чепелі,6322655165,UA63020050600015556
Черкаська область,Уманський район,с.Сичівка,7124686501,UA71060230230023259
Черкаська область,Уманський район,с.Поташ,7123187201,UA71060150130045476
Тернопільська область,Кременецький район,с.Федьківці,6122455309,UA61020050270024232
Тернопільська область,Кременецький район,с.Цеценівка,6125888701,UA61020150430080940
Тернопільська область,Тернопільський район,с.Кип'ячка,6125281703,UA61040110080016275
Івано-Франківська область,Коломийський район,с.Кулачківці,2625283301,UA26080010030017807
Івано-Франківська область,Коломийський район,с.Прикмище,2621684302,UA26080030200039788
Івано-Франківська область,Коломийський район,с.Зібранівка,2625255303,UA26080050080041405
Полтавська область,Миргородський район,с.Кротівщина,5320282201,UA53060030130045872
Херсонська область,Херсонський район,с.Костогризове,6525082001,UA65100110030056257
Хмельницька область,Кам'янець-Подільський район,с.Мар'янівка,6825282004,UA68020010060011892
Харківська область,Лозівський район,с.Мирне (Близнюківська),6320683003,UA63100030480091875
Харківська область,Харківський район,с-ще Березівське,6322056501,UA63120250150059047
Харківська область,Харківський район,с.Ємці,6322010103,UA63120070160064193
Тернопільська область,Тернопільський район,с.Монилівка,6122689703,UA61040170320042542
Тернопільська область,Тернопільський район,с.Погрібці,6122684303,UA61040170400061604
Тернопільська область,Тернопільський район,с.Геленки,6123081901,UA61040230100062982
Тернопільська область,Тернопільський район,с.Старий Збараж,6122488201,UA61040150420095148
Тернопільська область,Тернопільський район,с.Жеребки,6124655104,UA61040350050099806
Тернопільська область,Чортківський район,с.Ріпинці,6121285801,UA61060070330010561
Одеська область,Одеський район,с-ще Усатове (Нерубайська),5121084203,UA51100230050026975
Черкаська область,Черкаський район,с.Вітове,7125485002,UA71080510040096312
Чернівецька область,Вижницький район,с.Нижні Станівці,7322586001,UA73020050080066029
Чернівецька область,Вижницький район,с.Вали,7320510403,UA73020070030093936
Хмельницька область,Хмельницький район,с.Москалівка (Ярмолинецька),6825884401,UA68040530220036478
Хмельницька область,Хмельницький район,с.Копачівка (Волочиська),6820910115,UA68040090190062942
Хмельницька область,Хмельницький район,с.Сербинівка,6824288001,UA68040410150068988
Хмельницька область,Хмельницький район,с.Гарнишівка,6820910107,UA68040090100090175
Хмельницька область,Хмельницький район,с.Грибенинка,6824286402,UA68040390150091945
Хмельницька область,Хмельницький район,с.Сирватинці,6821210129,UA68040130370099470
Хмельницька область,Шепетівський район,с.Кропивна,6822186603,UA68060250080013089
Хмельницька область,Шепетівський район,с.Великі Пузирки,6822181601,UA68060250030045889
Черкаська область,Звенигородський район,с.Розсохуватка,7122286501,UA71020150160012366
Черкаська область,Звенигородський район,с.Журавка (Шполянська),7125782401,UA71020330060025313
Одеська область,Одеський район,с.Роксолани,5123781307,UA51100130070060222
Одеська область,Одеський район,с.Барабой,5123781304,UA51100130020079546
Тернопільська область,Чортківський район,с.Котівка,6121682701,UA61060250050033237
Полтавська область,Полтавський район,с.Мар'їне,5322282507,UA53080030190089080
Сумська область,Шосткинський район,с.Щебри,5921582303,UA59100030240090308
Тернопільська область,Тернопільський район,с.Підгора,6125010119,UA61040470220025899
Тернопільська область,Тернопільський район,с.Сороцьке,6125084105,UA61040210050026351
Тернопільська область,Тернопільський район,с.Лапшин,6120483001,UA61040310100026892
Тернопільська область,Тернопільський район,с.Залав'є,6125010107,UA61040470080032839
Тернопільська область,Тернопільський район,с.Калинівка,6122684301,UA61040170200039928
Тернопільська область,Тернопільський район,с.Золота Слобода,6123083601,UA61040230170053295
Тернопільська область,Тернопільський район,с.Кровинка,6125010110,UA61040470120059845
Тернопільська область,Тернопільський район,с.Митниця,6124610507,UA61040430070063529
Тернопільська область,Тернопільський район,с.Заставче,6124882505,UA61040370140017121
Тернопільська область,Тернопільський район,с.Деренівка,6125010104,UA61040470050018994
Тернопільська область,Тернопільський район,с.Комарівка,6120489402,UA61040030080021226
Тернопільська область,Тернопільський район,с.Плебанівка,6125010120,UA61040470230034583
Тернопільська область,Тернопільський район,с.Козівка (Великогаївська),6125281709,UA61040110090043338
Тернопільська область,Тернопільський район,с.Семенів,6125010122,UA61040470250044029
Чернівецька область,Дністровський район,с.Млинки,7325083602,UA73040050070035082
Чернівецька область,Дністровський район,с.Вороновиця,7322082801,UA73040030090053667
Чернівецька область,Дністровський район,с.Владична,7325089202,UA73040110020084094
Чернівецька область,Дністровський район,с.Мошанець,7322086401,UA73040030190099706
Чернівецька область,Чернівецький район,с.Малятинці,7322588002,UA73060470020011414
Чернівецька область,Чернівецький район,смт Неполоківці,7322555700,UA73060390010012103
Чернівецька область,Чернівецький район,с.Щербинці,7323089901,UA73060030100072686
Сумська область,Шосткинський район,с.Лушники,5925387307,UA59100170210089903
Хмельницька область,Кам'янець-Подільський район,с.Цикова,6825288601,UA68020030220020751
Хмельницька область,Кам'янець-Подільський район,с.Ганнівка,6821810108,UA68020050080032652
Хмельницька область,Кам'янець-Подільський район,с.Залісці,6821810118,UA68020050180063163
Хмельницька область,Кам'янець-Подільський район,с.Вихрівка,6821810106,UA68020050060064870
Хмельницька область,Кам'янець-Подільський район,с.Вівся,6825280801,UA68020090030065841
Хмельницька область,Хмельницький район,с.Сковородки,6824288301,UA68040290150013658
Хмельницька область,Хмельницький район,с.Великий Лазучин,6824780501,UA68040450070026391
Тернопільська область,Кременецький район,с.Угорськ,6125810133,UA61020150410012045
Тернопільська область,Кременецький район,с.Плиска,6123884803,UA61020090360040814
Тернопільська область,Кременецький район,с.Дзвиняча,6122455304,UA61020050080060318
Тернопільська область,Кременецький район,с.Лопушне (Лановецька),6123884301,UA61020090220069727
Хмельницька область,Хмельницький район,с.Бедриківці,6821280401,UA68040130040029936
Полтавська область,Полтавський район,с.Михайлівка Перша,5322285003,UA53080170060035067
