eoname,schoolname
"Комунальний заклад ""Навчально-виховне об'єднання ""Спеціалізований загальноосвітній навчальний заклад І ступеня ""Гармонія"" - гімназія імені Тараса Шевченка - центр позашкільного виховання ""Контакт"" Кіровоградської міської ради Кіровоградської області""",комунальний заклад «Навчально-виховне об'єднання «Спеціалізований загальноосвітній навчальний заклад І ступеня «Гармонія» - гімназія імені Тараса Шевченка - центр позашкільного виховання «Контакт» Кіровоградської міської ради Кіровоградської області»
Торговицьке навчально-виховне об'єднання Новоархангельської районної ради Кіровоградської області,"Торговицьке навчально-виховне об'єднання_x000D_
Новоархангельської районної ради Кіровоградської області"
"Комунальний заклад ""Навчально-виховне об’єднання ""Загальноосвітній навчальний заклад І-ІІІ ступенів № 1- дитячий юнацький центр ""Перлинка"" Кіровоградської міської ради Кіровоградської області""","Комунальний заклад ""Навчально-виховне об'єднання ""Загальноосвітній навчальний заклад І-ІІІ ступенів №1 - дитячий юнацький центр ""Перлинка"" Кіровоградської міської ради Кіровоградської області"""
"Куколівський навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад"" Олександрійської районної ради Кіровоградської області","Куколівський навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Олександрійської районної ради Кіровоградської області"
"Новоукраїнський навчально-виховний комплекс ""Загальноосвітня школа І ступеня з поглибленим вивченням англійської мови – гімназія ""Лідер"" Новоукраїнської міської ради Кіровоградської області","Новоукраїнський навчально-виховний комплекс ""Загальноосвітня школа І ступеня з поглибленим вивченням англійської мови - гімназія ""Лідер"" Новоукраїнської міської ради Кіровоградської області"
"Благовіщенський навчально-виховний комплекс №2 ""Заклад загальної середньої освіти І-ІІІ ступенів - заклад дошкільної освіти ""Дивоцвіт"" Благовіщенської районної ради","Благовіщенський навчально-виховний комплекс №2 ""Заклад загальної середньої освіти І-ІІІ ступенів - заклад дошкільної освіти ""Дивоцвіт"" Благовіщенської районної ради "
"Комунальний заклад ""Долинська загальноосвітня школа I-III ступенів №2 імені А.С.Макаренка Долинської районної ради""","Комунальний заклад ""Долинська загальноосвітня школа І-ІІІ ступенів №2 ім. А.С.Макаренка Долинської районної ради"""
Новоукраїнська загальноосвітня школа І-ІІІ ступенів № 4 Новоукраїнської міської ради Кіровоградської області,Новоукраїнська загальноосвітня школа І-ІІІ ступенів №4 Новоукраїнської міської ради Кіровоградської області
"Шарівський навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад"" Новопразької селищної ради Олександрійського району Кіровоградської області","ШАРІВСЬКИЙ НАВЧАЛЬНО-ВИХОВНИЙ КОМПЛЕКС «ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУПЕНІВ - ДОШКІЛЬНИЙ НАВЧАЛЬНИЙ ЗАКЛАД» НОВОПРАЗЬКОЇ СЕЛИЩНОЇ РАДИ ОЛЕКСАНДРІЙСЬКОГО РАЙОНУ КІРОВОГРАДСЬКОЇ ОБЛАСТІ_x000D_
_x000D_
"
Комунальний заклад «Новгородківський навчально-виховний комплекс імені заслуженого вчителя України П.Ф. Козуля «Загальноосвітня школа І-ІІІ ступенів – дошкільний навчальний заклад» Новгородківської районної ради Кіровоградської області»,"Комунальний заклад ""Новгородківський навчально-виховний комплекс імені заслуженого вчителя України П.Ф.Козуля ""Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Новгородківської районної ради Кіровоградської області"
Голованівський ліцей ім. Т.Г.Шевченка Голованівської районної ради,Голованівський ліцей ім.Т.Г.Шевченка Голованівської районної ради
"Опорний навчальний заклад ""Богданівська загальноосвітня школа І-ІІІ ступенів імені І. Г. Ткаченка Знам'янської районної ради Кіровоградської області""","Опорний навчальний заклад ""Богданівська загальноосвітня школа І-ІІІ ступенів імені І.Г. Ткаченка Знам’янської районної ради Кіровоградської області"""
"Навчально-виховне об’єднання ""Новомиргородська загальноосвітня школа І-ІІІ ступенів № 3 - ДНЗ"" Новомиргородської районної ради Кіровоградської області","Навчально-виховне об’єднання ""Новомиргородська загальноосвітня школа I-III ступенів №3 - ДНЗ"" Новомиргородської районної ради Кіровоградської області"
"Благовіщенський навчально-виховний комплекс №1 ""Гімназія - заклад загальної середньої освіти І-ІІІ ступенів - заклад дошкільної освіти ""Сонечко"" Благовіщенської районної ради","Благовіщенський навчально-виховний комплекс № 1 ""Гімназія - заклад загальної середньої освіти І-ІІІ ступенів - заклад дошкільної освіти ""Сонечко"" Благовіщенської районної ради "
"Навчально-виховний комплекс ""Куцеволівська загальноосвітня школа І - ІІІ ступенів - дошкільний навчальний заклад"" Онуфріївської районної ради Кіровоградської області","Навчально - виховний комплекс ""Куцеволівська загальноосвітня школа І - ІІІ ступенів - дошкільний навчальний заклад"" Онуфріївської районної ради Кіровоградської області"
"Комунальний заклад ""Навчально-виховне об'єднання ""Загальноосвітня школа І-ІІІ ступенів № 17-центр естетичного виховання ""Калинка"""" Кіровоградської міської ради Кіровоградської області","Комунальний заклад _x000D_
«Навчально-виховне об'єднання_x000D_
«Загальноосвітня школа І-ІІІ _x000D_
ступенів №17 - центр естетичного виховання ""Калинка""_x000D_
Кіровоградської міської ради Кіровоградської області_x000D_
_x000D_
"
Спеціалізована загальноосвітня школа І-ІІІ ступенів № 14 Кіровоградської міської ради Кіровоградської області, Спеціалізована загальноосвітня школа І-ІІІ ступенів №14 Кіровоградської міської ради Кіровоградської області
Протопопівський заклад загальної середньої освіти І-ІІІ ступенів Приютівської селищної ради Олександрійського району Кіровоградської області,Протопопівський заклад загальної середньої освіти І-ІІІ ступенів Приютівської селищної ради Олександрійського району Кіровоградської області 
Сабатинівський заклад загальної середньої освіти I-III ступенів Благовіщенської районної ради імені Леоніда Тарасовича Гавриша,Сабатинівський заклад загальної середньої освіти І-ІІІ ступенів Благовіщенської районної ради імені Леоніда Тарасовича Гавриша
Мар'ївська загальноосвітня школа I-III ступенів Компаніївської районної ради Кіровоградської області,Мар'ївська загальноосвітня школа І-ІІІ ступенів Компаніївської районної ради Кіровоградської області
"Комунальний заклад ""Навчально-виховне об'єднання №32 ""Спеціалізована загальноосвітня школа І-ІІІ ступенів,позашкільний центр ""Школа мистецтв"" Кіровоградської міської ради Кіровоградської області""","Комунальний заклад ""Навчально-виховне об'єднання №32 ""Спеціалізована загальноосвітня школа І-ІІІ ступенів, позашкільний центр ""Школа мистецтв"" _x000D_
Кіровоградської міської ради Кіровоградської області"""
Нечаївська загальноосвітня школа І-ІІІ ступенів ім. Ю.І. Яновського Компаніївської районної ради Кіровоградської області,Нечаївська загальноосвітня школа І-ІІІ ступенів ім. Ю. І. Яновського Компаніївської районної ради Кіровоградської області
"Комунальний заклад ""Ліцей""Надія"" Світловодської районної ради Кіровоградської області""","Комунальний заклад ""Ліцей ""Надія"" Світловодської районної ради Кіровоградської області"""
"Комунальний заклад ""Навчально-виховне об'єднання ""Загальноосвітній навчальний заклад І-ІІІ ступенів № 20-дитячий юнацький центр ""Сузір'я"""" Кіровоградської міської ради Кіровоградської області""",Комунальний заклад «Навчально-виховне об’єднання «Загальноосвітній навчальний заклад І-ІІІ ступенів № 20 – дитячий юнацький центр «Сузір’я» Кіровоградської міської ради Кіровоградської області»
Вільхівська загальноосвітня школа І-ІІІ ступенів імені Леоніда Васильовича Куценка Благовіщенської районної ради,Вільхівська загальноосвітня школа І-ІІІ ступенів імені Леоніда Васильовича Куценка Благовіщенської районної ради 
"Комунальний заклад ""Ганнівська загальноосвітня школа І-ІІІ ступенів - центр позашкільної освіти"" Ганнівської сільської ради Новоукраїнського району Кіровоградської області","Комунальний заклад ""Ганнівська загальноосвітня школа І-ІІІ ступенів-центр позашкільної освіти"" Ганнівської сільської ради Новоукраїнського району Кіровоградської області"
"Комунальний заклад ""Долинська загальноосвітня школа I-III ступенів №1 Долинської районної ради""","Комунальний заклад ""Долинська загальноосвітня школа І-ІІІ ступенів №1 Долинської районної ради"""
"Опорний навчальний заклад ""Суботцівська загальноосвітня школа І-ІІІ ступенів Знам'янської районної ради Кіровоградської області""","Опорний навчальний заклад ""Суботцівська загальноосвітня школа I-III ступенів Знам'янської районної ради Кіровоградської області"""
Шамраївська загальноосвітня школа І-ІІІ ступенів Благовіщенської районної ради,Шамраївська загальноосвітня школа І-ІІІ ступенів Благовіщенської районної ради 
"Навчально-виховний комплекс ""Сасівська загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад Компаніївської районної ради Кіровоградської області""","Навчально-виховний комплекс ""Сасівська загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Компаніївської районної ради Кіровоградської області"
"Йосипівський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад"" Новомиргородської районної ради Кіровоградської області","Йосипівський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Новомиргородської районної ради Кіровоградської області"
"Могутненський навчально-виховний комплекс ""заклад загальної середньої освіти І-ІІІ ступенів - заклад дошкільної освіти"" Кропивницької районної ради","Могутненський навчально-виховний комплекс ""заклад загальної середньої освіти І-ІІІ ступенів - заклад дошкільної освіти"" Кропивницької районної ради "
Цукрозаводський заклад загальної середньої освіти І-ІІІ ступенів – заклад позашкільної освіти Приютівської селищної ради Олександрійського району Кіровоградської області,Цукрозаводський заклад загальної середньої освіти І-ІІІ ступенів - заклад позашкільної освіти Приютівської селищної ради Олександрійського району Кіровоградської області
Старобільська загальноосвітня школа ІІ-ІІІ ступенів № 2 Старобільської районної ради Луганської області,Старобільська загальноосвітня школа ІІ-ІІІ ступенів №2 Старобільської районної ради Луганської області
Середня загальноосвітня школа І-ІІІ ступенів № 12 міста Сєвєродонецька Луганської області,середня загальноосвітня школа І-ІІІ ступенів №12 міста Сєвєродонецька Луганської області
Лисичанська загальноосвітня школа І-ІІІ ступенів №14 Лисичанської міської ради Луганської області,Лисичанська загальноосвітня школа І - ІІІ ступенів № 14 Лисичанської міської ради Луганської області
Опорний навчальний заклад «Білогорівська загальноосвітня школа І-ІІІ ступенів Попаснянської районної ради Луганської області»,"Опорний навчальний заклад ""Білогорівська загальноосвітня школа І-ІІІ ступенів Попаснянської районної ради Луганської області"""
"Опорний заклад освіти ""Новопсковський заклад загальної середньої освіти І-ІІІ ступенів Новопсковської селищної ради""","Опорний заклад освіти ""Новопсковський заклад загальної середньої освіти I-III ступенів Новопсковської селищної ради"""
"Комунальний заклад ""Навчально-виховний комплекс Сватівська загальноосвітня школа І ступеня -гімназія""","Комунальний заклад ""Навчально-виховний комплекс Сватівська загальноосвітня школа І ступеня-гімназія"" "
"Комунальний заклад ""Петропавлівська загальноосвітня школа № 1 І-ІІІ ступенів Станично-Луганського району Луганської області""","КОМУНАЛЬНИЙ ЗАКЛАД ""ПЕТРОПАВЛІВСЬКА ЗАГАЛЬНООСВІТНЯ ШКОЛА № 1 І-ІІІ СТУПЕНІВ СТАНИЧНО-ЛУГАНСЬКОГО РАЙОНУ ЛУГАНСЬКОЇ ОБЛАСТІ"""
Середня загальноосвітня школа І-ІІІ ступенів № 10 м.Сєвєродонецька Луганської області,середня загальноосвітня школа І-ІІІ ступенів № 10 м. Сєвєродонецька Луганської області
Мілуватська загальноосвітня школа I-III ступенів Сватівської районної ради Луганської області,Мілуватська загальноосвітня школа І-ІІІ ступенів Сватівської районної ради Луганської області
Рубіжанська загальноосвітня школа I-III ступенів №9 Рубіжанської міської ради Луганської області,Рубіжанська загальноосвітня школа І-ІІІ ступенів №9 Рубіжанської міської ради Луганської області
Попаснянська гімназія №20 Попаснянської районної ради Луганської області,Попаснянська гімназія № 20 Попаснянської районної ради Луганської області
Рубіжанська спеціалізована школа I-III ступенів №10 Рубіжанської міської ради Луганської області,РУБІЖАНСЬКА СПЕЦІАЛІЗОВАНА ШКОЛА І-ІІІ СТУПЕНІВ №10 РУБІЖАНСЬКОЇ МІСЬКОЇ РАДИ ЛУГАНСЬКОЇ ОБЛАСТІ
Старобільська загальноосвітня школа ІІ-ІІІ ступенів № 4 Старобільської районної ради Луганської області,Старобільська загальноосвітня школа ІІ-ІІІ ступенів №4 Старобільської районної ради Луганської області
"Комунальний заклад ""Лисичанська загальноосвітня школа І-ІІІ ступенів №30 Лисичанської міської ради Луганської області""","КОМУНАЛЬНИЙ ЗАКЛАД ""ЛИСИЧАНСЬКА ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУПЕНІВ № 30 ЛИСИЧАНСЬКОЇ МІСЬКОЇ РАДИ ЛУГАНСЬКОЇ ОБЛАСТІ"""
"Комунальний заклад ""Кіндрашівська загальноосвітня школа I-III ступенів Станично-Луганського району Луганської області""","Комунальний заклад""Кіндрашівська загальноосвітня школа І-ІІІ ступенів Станично-Луганського району Луганської області"""
"Комунальний заклад ""Валуйська загальноосвітня школа I-III ступенів № 2 Станично-Луганського району Луганської області""","Комунальний заклад ""Валуйська загальноосвітня школа I-III ступенів №2 Станично-Луганського району Луганської області"""
Кабичівська загальноосвітня школа I-III ступенів Марківської районної державної адміністрації Луганської області,Кабичівська загальноосвітня школа І - ІІІ ступенів Марківської районної державної адміністрації Луганської області
"Комунальний заклад ""Чугинська загальноосвітня школа I-III ступенів Станично-Луганського району Луганської області""","Комунальний заклад ""Чугинська загальноосвітня школа І-ІІІ ст. Станично-Луганського району Луганської області"""
Рубіжанська спеціалізована школа І-ІІІ ступенів №7 Рубіжанської міської ради Луганської області,РУБІЖАНСЬКА СПЕЦІАЛІЗОВАНА ШКОЛА І-ІІІ СТУПЕНІВ №7 РУБІЖАНСЬКОЇ МІСЬКОЇ РАДИ ЛУГАНСЬКОЇ ОБЛАСТІ
"Комунальний заклад ""Навчально-виховний комплекс школа І-ІІ ступенів – ліцей ""Гарант"" Лисичанської міської ради Луганської області""","Комунальний заклад ""Навчально-виховний комплекс школа І-ІІ ступенів-ліцей ""Гарант"" Лисичанської міської ради Луганської області"""
"Комунальний навчально-виховний комплекс ""Рубіжанський ліцей"" Рубіжанської міської ради Луганської області","КОМУНАЛЬНИЙ НАВЧАЛЬНО-ВИХОВНИЙ КОМПЛЕКС ""РУБІЖАНСЬКИЙ ЛІЦЕЙ"" РУБІЖАНСЬКОЇ МІСЬКОЇ РАДИ ЛУГАНСЬКОЇ ОБЛАСТІ "
"Навчально-виховний комплекс ""Новоохтирська загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад Новоайдарської районної ради Луганської області""",Навчально-виховний комплекс Новоохтирська загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад Новоайдарської районної ради Луганської області
Сватівська загальноосвітня школа I-III ступенів №6 Сватівської районної ради Луганської області,"Сватівська загальноосвітня школа І-ІІІ ступенів №6 _x000D_
Сватівської районної ради Луганської області"
Бахмутівська загальноосвітня школа I-III ступенів Новоайдарської районної ради Луганської області,Бахмутівська загальноосвітня школа І-ІІІ ступенів Новоайдарської районної ради Луганської області
"Комунальний заклад ""Лисичанська спеціалізована школа І-ІІІ ступенів №8 Лисичанської міської ради Луганської області""","Комунальний заклад "" Лисичанська спеціалізована школа І-ІІІ ступенів №8 Лисичанської міської ради Луганської області"""
Рубіжанська загальноосвітня школа I-III ступенів №3 Рубіжанської міської ради Луганської області,Рубіжанська загальноосвітня школа І-ІІІ ступенів №3 Рубіжанської міської ради Луганської області
Сватівська загальноосвітня школа I-III ступенів №8 Сватівської районної ради Луганської області,Сватівська загальноосвітня школа І-ІІІ ступенів № 8 Сватівської районної ради Луганської області
Щастинська загальноосвітня школа І-ІІІ ступенів № 2 Новоайдарської районної ради Луганської області,Щастинська загальноосвітня школа І-ІІІ ступенів №2 Новоайдарської районної ради Луганської області
Рубіжанська спеціалізована школа I-III ступенів №2 Рубіжанської міської ради Луганської області,РУБІЖАНСЬКА СПЕЦІАЛІЗОВАНА ШКОЛА І-ІІІ СТУПЕНІВ №2 РУБІЖАНСЬКОЇ МІСЬКОЇ РАДИ ЛУГАНСЬКОЇ ОБЛАСТІ
"Комунальний заклад ""Широківська загальноосвітня школа I-III ступенів Станично-Луганського району Луганської області""","Комунальний заклад ""Широківська загальноосвітня школа І - ІІІ ступенів Станично - Луганського району Луганської області"""
Білокуракинська загальноосвітня школа I-III ступенів №1 Білокуракинської селищної ради Луганської області,Білокуракинська загальноосвітня школа І-ІІІ ступенів №1 Білокуракинської селищної ради Луганської області
Навчально - виховний комплекс Муратівська загальноосвітня школа I-III ступенів-дошкільний навчальний заклад Новоайдарської районної ради Луганської області,Навчально-виховний комплекс Муратівська загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад Новоайдарської районної ради Луганської області
"Навчально-виховний комплекс ""Дмитрівська загальноосвітня школа І-ІІІ ступенів - ДНЗ Новоайдарської районної ради Луганської області""",Навчально - виховний комплекс Дмитрівська загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад Новоайдарської районної ради Луганської області
Врубівська загальноосвітня школа І-ІІІ ступенів Попаснянської районної ради Луганської області,Врубівська загальноосвітня школа І - ІІІ ступенів Попаснянської районної ради Луганської області
Попаснянська багатопрофільна гімназія №25 Попаснянської районної ради Луганської області,Попаснянська багатопрофільна гімназія №25 Попаснянської районної ради Луганської області 
"Комунальний заклад ""Станично-Луганська спеціалізована школа № 2 І-ІІІ ступенів з поглибленим вивченням окремих предметів та курсів імені П.В. Балабуєва Станично-Луганського району Луганської області""","КОМУНАЛЬНИЙ ЗАКЛАД ""СТАНИЧНО- ЛУГАНСЬКА СПЕЦІАЛІЗОВАНА ШКОЛА №2 І-ІІІ СТУПЕНІВ З ПОГЛИБЛЕНИМ ВИВЧЕННЯМ ОКРЕМИХ ПРЕДМЕТІВ ТА КУРСІВ ІМЕНІ П.В.БАЛАБУЄВА СТАНИЧНО- ЛУГАНСЬКОГО РАЙОНУ ЛУГАНСЬКОЇ ОБЛАСТІ"""
Середня загальноосвітня школа І - ІІІ ступенів № 13 міста Сєвєродонецька Луганської області,Середня загальноосвітня школа І-ІІІ ступенів №13 міста Сєвєродонецька Луганської області
"Комунальний заклад ""Петропавлівська спеціалізована школа № 2 І-ІІІ ступенів з поглибленим вивченням окремих предметів та курсів Станично-Луганського району Луганської області""","КОМУНАЛЬНИЙ ЗАКЛАД ""ПЕТРОПАВЛІВСЬКА СПЕЦІАЛІЗОВАНА ШКОЛА № 2 І-ІІІ СТУПЕНІВ З ПОГЛИБЛЕНИМ ВИВЧЕННЯМ ОКРЕМИХ ПРЕДМЕТІВ ТА КУРСІВ СТАНИЧНО-ЛУГАНСЬКОГО РАЙОНУ ЛУГАНСЬКОЇ ОБЛАСТІ"""
Містківська загальноосвітня школа I-III ступенів Сватівської районної ради Луганської області,Містківська загальноосвітня школа І-ІІІ ступенів Сватівської районної ради Луганської області
Попаснянська загальноосвітня школа І-ІІІ ступенів №24 Попаснянської районної ради Луганської області,Попаснянська загальноосвітня школа І-ІІІ ступенів № 24 Попаснянської районної ради Луганської області
Середня загальноосвітня школа № 15 I-III ступенів м.Сєвєродонецька Луганської області,Середня загальноосвітня школа № 15 І-ІІІ ступенів м. Сєвєродонецька Луганської області
"Комунальний заклад ""Станично-Луганська загальноосвітня школа I-III ступенів № 1 Станично-Луганського району Луганської області""","Комунальний заклад ""Станично-Луганська загальноосвітня школа І-ІІІ ступенів №1"" Станично-Луганського району, Луганської області"
Середня загальноосвітня школа І-ІІІ ступенів № 8 міста Сєвєродонецька Луганської області,Середня загальноосвітня школа І-ІІІ ступенів №8 міста Сєвєродонецька Луганської області
"Комунальний заклад ""Лисичанська загальноосвітня школа І-ІІІ ступенів №12 Лисичанської міської ради Луганської області""","КОМУНАЛЬНИЙ ЗАКЛАД ""ЛИСИЧАНСЬКА ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУПЕНІВ № 12 ЛИСИЧАНСЬКОЇ МІСЬКОЇ РАДИ ЛУГАНСЬКОЇ ОБЛАСТІ"""
Рубіжанська загальноосвітня школа I-III ступенів №8 Рубіжанської міської ради Луганської області,Рубіжанська загальноосвітня школа І-ІІІ ступенів №8 Рубіжанської міської ради Луганської області
Середня загальноосвітня школа І-ІІІ ступенів №6 м.Сєвєродонецька Луганської області,Середня загальноосвітня школа І-ІІІ ступенів № 6 м. Сєвєродонецька Луганської області
"Комунальний заклад ""Сотенський навчально-виховний комплекс Станично-Луганського району Луганської області""","КОМУНАЛЬНИЙ ЗАКЛАД ""СОТЕНСЬКИЙ НАВЧАЛЬНО- ВИХОВНИЙ КОМПЛЕКС, СТАНИЧНО - ЛУГАНСЬКОГО РАЙОНУ, ЛУГАНСЬКОЇ ОБЛАСТІ"""
Сватівська загальноосвітня школа I-III ступенів №1 Сватівської районної ради Луганської області,Сватівська загальноосвітня школа І-ІІІ ступенів №1 Сватівської районної ради Луганської області
"Опорний навчальний заклад ""Половинкинська загальноосвітня школа І-ІІІ ступенів Старобільської районної ради Луганської області""","Опорний навчальний заклад ""Половинкинська загальноосвітня школа І - ІІІ ступенів Старобільської районної ради Луганської області"""
Середня загальноосвітня школа І-ІІІ ступенів № 5 міста Сєвєродонецька Луганської області,"Середня загальноосвітня школа І-ІІІ ступенів №5 _x000D_
міста Сєвєродонецька Луганської області"
Сватівська загальноосвітня школа I-III ступенів №2 Сватівської районної ради Луганської області,Сватівська загальноосвітня школа І-ІІІ ступенів №2 Сватівської районної ради Луганської області
Борівський навчально-виховний комплекс (загальноосвітній навчальний заклад І-ІІІ ступенів – дошкільний навчальний заклад (ясла-садок)) Сєвєродонецької міської ради Луганської області,Борівський навчально-виховний комплекс (загальноосвітній навчальний заклад І-ІІІ ступенів - дошкільний навчальний заклад (ясла-садок)) Сєвєродонецької міської ради Луганської області
Опорний навчальний заклад «Попаснянська загальноосвітня школа І-ІІІ ступенів №1 Попаснянської районної ради Луганської області»,"Опорний навчальний заклад ""Попаснянська загальноосвітня школа І-ІІІ ступенів №1 Попаснянської районної ради Луганської області"""
Гончарівська загальноосвітня школа I-III ступенів Сватівської районної ради Луганської області,Гончарівська загальноосвітня школа І - ІІІ ступенів Сватівської районної ради Луганської області
Нижнєнський навчально-виховний комплекс «Дошкільний навчальний заклад - загальноосвітній навчальний заклад» №36 Попаснянської районної ради Луганської області,"Нижнєнський навчально-виховний комплекс ""Дошкільний навчальний заклад- загальноосвітній навчальний заклад"" №36 Попаснянської районної ради Луганської області"
Сєвєродонецька загальноосвітня школа І-ІІІ ступенів № 14 Сєвєродонецької міської ради Луганської області,Сєвєродонецька загальноосвітня школа І-ІІІ ступенів №14 Сєвєродонецької міської ради Луганської області
Просторівська загальноосвітня школа I-III ступенів Білокуракинської районної ради Луганської області,"Просторівська загальноосвітня школа І-ІІІ ступенів_x000D_
 Білокуракинської районної ради Луганської області _x000D_
"
"Комунальний заклад ""Лисичанський навчально-виховний комплекс загальноосвітня школа І-ІІІ ступенів №3 – дошкільний навчальний заклад ""Барвінок"" Лисичанської міської ради Луганської області""","Комунальний заклад "" Лисичанський навчально- виховний комплекс загальноосвітня школа І-ІІІ ступенів №3-Дошкільний навчальний заклад ""Барвінок"" Лисичанської міської ради Луганської області""_x000D_
"
Середня загальноосвітня школа І-ІІІ ступенів № 1 міста Сєвєродонецька Луганської області,Середня загальноосвітня школа І-ІІІ ступенів №1 міста Сєвєродонецька Луганської області
Середня загальноосвітня школа І-ІІІ ступенів №4 м. Сєвєродонецька Луганської області,Середня загальноосвітня школа І-ІІІ ступенів № 4 м. Сєвєродонецька Луганської області
Середня загальноосвітня школа І-ІІІ ступенів № 16 м.Сєвєродонецька Луганської області,Середня загальноосвітня школа I - III ступенів №16 м. Сєвєродонецька Луганської області
Середня загальноосвітня школа І-ІІІ ступенів № 11 м.Сєвєродонецька Луганської області,Середня загальноосвітня школа І-ІІІ ступенів №11 м. Сєвєродонецька Луганської області
"Комунальний заклад ""Вільхівська загальноосвітня школа I-III ступенів Станично-Луганського району Луганської області""","Комунальний заклад ""Вільхівська загальноосвітня школа І-ІІІ ступенів Станично - Луганського району Луганської області"""
Лисичанська загальноосвітня школа І-ІІІ ступенів №4 Лисичанської міської ради Луганської області,Лисичанська загальноосвітня школа І-ІІІ ступенів № 4 Лисичанської міської ради Луганської області
