KATOTTG_2023,KOATUU_2020,category,name,english name
UA46040070460071841,4621880404,village,Підлисся,
UA46040070470027563,4621886405,village,Пісок,
UA46040070480030287,4621885206,village,Плугів,
UA46040070490069458,4621886406,village,Побіч,
UA46040070500014958,4621885801,village,Почапи,
UA46040070510021860,4621880405,village,Розваж,
UA46040070520022239,4621885207,village,Руда,
UA46040070530011636,4621884601,village,Руда-Колтівська,
UA46040070540017161,4621886401,village,Сасів,
UA46040070550085828,4621886701,village,Скварява,
UA46040070560055197,4621886703,village,Стадня,
UA46040070570084361,4621881503,village,Стінка,
UA46040070580017269,4621887601,village,Струтин,
UA46040070590078679,4621885208,village,Тростянець,Trostianets
UA46040070600097905,4621881504,village,Трудовач,
UA46040070610085051,4621886407,village,Ушня,
UA46040070620033572,4621888504,village,Хильчиці,
UA46040070630040387,4621884605,village,Хмелева,
UA46040070640095304,4621886413,village,Хомець,
UA46040070650079175,4621888001,village,Червоне,
UA46040070660062698,4621880406,village,Черемошня,
UA46040070670046650,4621888501,village,Ясенівці,
UA46040090000012087,4620655300,hromada,Красненська,
UA46040090010053794,4620655300,urban village,Красне,
UA46040090020052337,4620680801,village,Балучин,
UA46040090030030400,4620682802,village,Безброди,
UA46040090040069077,4620682002,village,Богданівка,
UA46040090050072196,4621881201,village,Бортків,
UA46040090060086929,4620682001,village,Задвір’я,
UA46040090070018133,4620682801,village,Куткір,
UA46040090080090867,4621881202,village,Мала Вільшанка,
UA46040090090081890,4620680401,village,Мармузовичі,
UA46040090100038015,4620682803,village,Острів,
UA46040090110096829,4620680402,village,Острівчик-Пильний,
UA46040090120062341,4620680403,village,Петричі,
UA46040090130017629,4620682003,village,Полоничі,
UA46040090140047542,4620684801,village,Полтва,
UA46040090150072834,4620680802,village,Русилів,
UA46040090160090270,4621881203,village,Скнилів,
UA46040090170057791,4620685972,village,Сторонибаби,
UA46040090180095560,4620686801,village,Утішків,
UA46040110000093394,4620355400,hromada,Підкамінська,
UA46040110010088160,4620355400,urban village,Підкамінь,
UA46040110020027921,4620380401,village,Батьків,
UA46040110030083781,4620380701,village,Вербівчик,
UA46040110040059271,4620381601,village,Голубиця,
UA46040110050023822,4620386202,village,Горбанівка,
UA46040110060071638,4620386203,village,Дудин,
UA46040110070057239,4620381602,village,Жарків,
UA46040110080019974,4620388005,village,Залісся,
UA46040110090050708,4620380402,village,Звижень,
UA46040110100038476,4620384002,village,Кутище,
UA46040110110016609,4620384402,village,Літовище,
UA46040110120067319,4620380403,village,Лукавець,
UA46040110130060388,4620383602,village,Лукаші,
UA46040110140086534,4620384403,village,Малинище,
UA46040110150024402,4620380801,village,Маркопіль,
UA46040110160012347,4620380404,village,Межигори,
UA46040110170053864,4620383603,village,Микити,
UA46040110180066666,4620383601,village,Накваша,
UA46040110190061213,4620386204,village,Нем’яч,
UA46040110200070570,4620380703,village,Орихівчик,
UA46040110210023639,4620384001,village,Паликорови,
UA46040110220095984,4620355401,village,Паньківці,
UA46040110230062401,4620384401,village,Пеняки,
UA46040110240035264,4620386201,village,Попівці,
UA46040110250015839,4620380705,village,Стиборівка,
UA46040110260031949,4620355402,village,Стрихалюки,
UA46040110270022981,4620383604,village,Тетильківці,
UA46040110280029926,4620384404,village,Чепелі,
UA46040110290081692,4620388001,village,Черниця,
UA46040110300063288,4620380803,village,Шишківці,
UA46040110310040583,4620386205,village,Шпаки,
UA46040110320042629,4620355403,village,Яблунівка,
UA46040110330028835,4620384003,village,Яснище,
UA46040130000035029,4621855600,hromada,Поморянська,
UA46040130010096729,4621855600,urban village,Поморяни,
UA46040130020058459,4621880801,village,Бібщани,
UA46040130030059875,4621855601,village,Богутин,
UA46040130040023508,4621883201,village,Жуків,
UA46040130050052564,4621855602,village,Загора,
UA46040130060049891,4621883701,village,Коропець,
UA46040130070016231,4621887202,village,Коропчик,
UA46040130080021211,4621885502,village,Красносільці,
UA46040130090097027,4621883206,village,Кропивна,
UA46040130100088345,4621855603,village,Кульби,
UA46040130110032177,4621885503,village,Махнівці,
UA46040130120032142,4621855604,village,Надільне,
UA46040130130015895,4621880803,village,Нестюки,
UA46040130140058602,4621886102,village,Підгір’я,
UA46040130150011401,4621885501,village,Поляни,
UA46040130160082530,4621886101,village,Ремезівці,
UA46040130170031415,4621883202,village,Роздоріжне,
UA46040130180046942,4621887201,village,Сновичі,
UA46040130190042025,4621855605,village,Торгів,
UA46040130200073571,4621885504,village,Чижів,
UA46040130210030696,4621888201,village,Шпиколоси,
UA46060000000042587,new district,district,Львівський,
UA46060010000049728,4623310300,hromada,Бібрська,
UA46060010010065439,4623310300,city,Бібрка,
UA46060010020068318,4621555900,urban village,Нові Стрілища,
UA46060010030088854,4621555903,village,Баківці,
UA46060010040035316,4621555904,village,Бертишів,
UA46060010050022687,4623384502,village,Благодатівка,
UA46060010060074671,4623381801,village,Великі Глібовичі,
UA46060010070016098,4623387602,village,Вільховець,
UA46060010080048622,4623387202,village,Вілявче,
UA46060010090088230,4623387203,village,Волове,
UA46060010100072152,4623381802,village,Волощина,
UA46060010110043755,4623386402,village,Глібовичі,
UA46060010120049240,4623384503,village,Гончарів,
UA46060010130028443,4623386403,village,Грабник,
UA46060010140092960,4623386404,village,Задубина,
UA46060010150075850,4621555905,village,Закривець,
UA46060010160055013,4621555906,village,Квітневе,
UA46060010170082411,4621555907,village,Кнісело,
UA46060010180095091,4621588503,village,Кологори,
UA46060010190095627,4623386405,village,Копань,
UA46060010200014776,4623384501,village,Лани,
UA46060010210069393,4621555901,village,Лінія,
UA46060010220045011,4623387603,village,Лопушна,
UA46060010230099292,4623384504,village,Любешка,
UA46060010240071145,4623387204,village,Малі Ланки,
UA46060010250034889,4623386406,village,Мивсева,
UA46060010260036849,4623387205,village,Мостище,
UA46060010270075923,4621555908,village,Орішківці,
UA46060010280012433,4623386407,village,Підвисоке,
UA46060010290060009,4623386002,village,Підгородище,
UA46060010300026357,4623381803,village,Підмонастир,
UA46060010310074128,4623386003,village,Під’ярків,
UA46060010320096666,4621588505,village,П’ятничани,
UA46060010330092853,4621555909,village,Репехів,
UA46060010340041624,4623386001,village,Романів,Romaniv
UA46060010350041412,4623386401,village,Свірж,
UA46060010360027910,4623386004,village,Селиська,
UA46060010370019593,4621588507,village,Сенів,
UA46060010380095747,4623384505,village,Серники,
UA46060010390032856,4621588501,village,Соколівка,
UA46060010400070774,4621555902,village,Старі Стрілища,
UA46060010410043829,4623387206,village,Стоки,
UA46060010420030257,4623387201,village,Стрілки,
UA46060010430083670,4623387601,village,Суходіл,
UA46060010440052575,4621555910,village,Трибоківці,
UA46060010450022613,4621588509,village,Ходорківці,
UA46060010460092379,4623310301,village,Шпильчина,
UA46060030000020652,4620955300,hromada,Великолюбінська,
UA46060030010066953,4620955300,urban village,Великий Любінь,
UA46060030020071317,4620955301,village,Бірче,
UA46060030030058993,4620955306,village,Завидовичі,
UA46060030040040542,4620955307,village,Залужани,
UA46060030050066595,4620955308,village,Зашковичі,
UA46060030060018627,4620955309,village,Коропуж,
UA46060030070054092,4620955302,village,Косівець,
UA46060030080092451,4620955303,village,Малий Любінь,
UA46060030090099789,4620955310,village,Мальованка,
UA46060030100054047,4620955304,village,Піски,
UA46060030110047013,4620955311,village,Поріччя,
UA46060030120014439,4620955312,village,Поріччя Задвірне,
UA46060030130078081,4620955313,village,Поріччя-Грунтове,
UA46060030140073576,4620955314,village,Романівка,
UA46060030150016899,4620955315,village,Хишевичі,
UA46060030160060794,4620955305,village,Чуловичі,
UA46060050000016451,4621810200,hromada,Глинянська,
UA46060050010098239,4621810200,city,Глиняни,
UA46060050020059798,4621881601,village,Великий Полюхів,
UA46060050030057267,4621882203,village,Вижняни,
UA46060050040020565,4621810201,village,Женів,
UA46060050050041060,4621882201,village,Заставне,
UA46060050060039690,4621884902,village,Косичі,
UA46060050070082420,4621884803,village,Кривичі,
UA46060050080027129,4621883901,village,Куровичі,
UA46060050090069169,4621886902,village,Мазів,
UA46060050100020535,4621884801,village,Перегноїв,
UA46060050110048966,4621883902,village,Печенія,
UA46060050120046334,4621884901,village,Підгайчики,
UA46060050130086709,4621884903,village,Погорільці,
UA46060050140039982,4621882207,village,Розворяни,
UA46060050150070342,4621886901,village,Словіта,
UA46060050160036105,4621883903,village,Солова,
UA46060050170067436,4621884904,village,Туркотин,
UA46060050180040999,4621884909,village,Шопки,
UA46060050190091082,4621886903,village,Якторів,
UA46060070000047720,4620910100,hromada,Городоцька,
UA46060070010047335,4620910100,city,Городок,Horodok
UA46060070020087172,4620983902,village,Артищів,
UA46060070030055262,4620983002,village,Бар,Bar
UA46060070040044306,4620980801,village,Бартатів,
UA46060070050086021,4620981001,village,Братковичі,
UA46060070060046303,4620983904,village,Велика Калинка,
UA46060070070017839,4620983302,village,Вовчухи,
UA46060070080017841,4620980803,village,Воля-Бартатівська,
UA46060070090052601,4620981801,village,Галичани,
UA46060070100033660,4620983303,village,Годвишня,
UA46060070110099210,4620982201,village,Градівка,
UA46060070120017375,4620983001,village,Добряни,
UA46060070130047704,4620983301,village,Долиняни,
UA46060070140052623,4620981803,village,Дроздовичі,
UA46060070150017043,4620983401,village,Дубаневичі,
UA46060070160092953,4620986202,village,Заверешиця,
UA46060070170042870,4620986207,village,Залужжя,
UA46060070180023080,4620984902,village,Зелений Гай,
UA46060070190018965,4620986209,village,Зушиці,
UA46060070200024185,4620983901,village,Керниця,
UA46060070210048376,4620987202,village,Лісновичі,
UA46060070220068215,4620983906,village,Любовичі,
UA46060070230094016,4620983907,village,Мавковичі,
UA46060070240077337,4620984901,village,Мильчиці,
UA46060070250048564,4620983003,village,Милятин,
UA46060070260085967,4620987602,village,Молошки,
UA46060070270023266,4620985601,village,Мшана,
UA46060070280063980,4620983004,village,Підмогилка,
UA46060070290043918,4620984903,village,Побережне,
UA46060070300098119,4620986201,village,Повітно,
UA46060070310018469,4620984904,village,Путятичі,
UA46060070320096939,4620987201,village,Речичани,
UA46060070330048067,4620987601,village,Родатичі,
UA46060070340022467,4620988002,village,Стоділки,
UA46060070350018132,4620989101,village,Тучапи,
UA46060070360091877,4620988001,village,Угри,
UA46060070370069184,4620988003,village,Черляни,
UA46060070380095563,4620988004,village,Черлянське Передмістя,
UA46060070390062411,4620989001,village,Шоломиничі,
UA46060090000017373,4623682400,hromada,Давидівська,
UA46060090010018310,4623682401,village,Давидів,
UA46060090020029276,4623688202,village,Бережани,Berezhany
UA46060090030019821,4623687102,village,Будьків,
UA46060090040048051,4623681201,village,Виннички,
UA46060090050086199,4623683102,village,Відники,
UA46060090060018341,4623688203,village,Волиця,
UA46060090070074711,4623684402,village,Гаї,
UA46060090080092662,4623681202,village,Гончари,
UA46060090090060592,4623685103,village,Горішній,
UA46060090100092328,4623684403,village,Городиславичі,
UA46060090110049929,4623683103,village,Гринів,
UA46060090120012822,4623681203,village,Дмитровичі,
UA46060090130082399,4623683101,village,Звенигород,
UA46060090140059759,4623683104,village,Коцурів,
UA46060090150029278,4623683501,village,Кротошин,
UA46060090160082408,4623684401,village,Миколаїв,Mykolaiv
UA46060090170071214,4623685101,village,Пасіки-Зубрицькі,
UA46060090180017454,4623684404,village,Підсоснів,
UA46060090190082751,4623688204,village,Соснівка,
UA46060090200095270,4623687101,village,Старе Село,
UA46060090210094214,4623682402,village,Черепин,
UA46060090220010167,4623688201,village,Чишки,
UA46060090230010616,4623683105,village,Шоломинь,
UA46060110000011684,4622783200,hromada,Добросинсько-Магерівська,
UA46060110010060620,4622783201,village,Добросин,
UA46060110020043556,4622755900,urban village,Магерів,
UA46060110030087652,4622784802,village,Бабії,
UA46060110040031651,4622780801,village,Бишків,
UA46060110050082069,4622755901,village,Бірки,
UA46060110060071592,4622784602,village,Бір-Кунинський,
UA46060110070072130,4622780802,village,Боброїди,
UA46060110080049122,4622780803,village,Бучми,
UA46060110090084343,4622755903,village,Велике Передмістя,
UA46060110100071946,4622784804,village,Віхті,
UA46060110110036446,4622784806,village,Городжів,
UA46060110120065662,4622784603,village,Гринчуки,
UA46060110130038101,4622755902,village,Думичі,
UA46060110140060710,4622755904,village,Думичі,
UA46060110150099488,4622755905,village,Замок,
UA46060110160037104,4622783206,village,Зарище,
UA46060110170085218,4622755906,village,Зубейки,
UA46060110180013769,4622755907,village,Кам’яна Гора,
UA46060110190021930,4622783207,village,Качмарі,
UA46060110200063940,4622784807,village,Кіпті,
UA46060110210032077,4622780804,village,Кулиничі,
UA46060110220051069,4622784601,village,Кунин,
UA46060110230085100,4622784801,village,Лавриків,
UA46060110240062079,4622780805,village,Лущики,
UA46060110250066561,4622784808,village,Мавдрики,
UA46060110260021199,4622780806,village,Миляво,
UA46060110270074385,4622755908,village,Монастирок,
UA46060110280091632,4622784809,village,Окопи,
UA46060110290065668,4622784810,village,Панчищини,
UA46060110300082845,4622783211,village,Пили,
UA46060110310042314,4622780807,village,Пирятин,Pyriatyn
UA46060110320026278,4622783213,village,Піддеревенка,
UA46060110330033462,4622755909,village,Підлісся,
UA46060110340084884,4622755910,village,Погарисько,
UA46060110350085472,4622784605,village,Хитрейки,
UA46060110360029026,4622784604,village,Цитуля,
UA46060130000059055,4622710100,hromada,Жовківська,
UA46060130010043364,4622710100,city,Жовква,Zhovkva
UA46060130020068746,4622785502,village,Бесіди,
UA46060130030045986,4622787203,village,Блищиводи,
UA46060130040096123,4622783903,village,Борові,
UA46060130050069951,4622787204,village,Великі Передримихи,
UA46060130060065453,4622785902,village,Відродження,
UA46060130070040175,4622781201,village,Воля-Висоцька,
UA46060130080058163,4622789202,village,В’язова,
UA46060130090035921,4622783905,village,Галасі,
UA46060130100090346,4622782101,village,Глинськ,
UA46060130110017360,4622787205,village,Гори,
UA46060130120092450,4622783101,village,Деревня,
UA46060130130047811,4622787206,village,Дернівка,
UA46060130140036427,4622783907,village,Діброва,
UA46060130150015008,4622785504,village,Забрід,
UA46060130160015116,4622782103,village,Завади,
UA46060130170010296,4622785505,village,Залози,
UA46060130180060823,4622783901,village,Замочок,
UA46060130190027141,4622787201,village,Зіболки,
UA46060130200075884,4622785506,village,Казумин,
UA46060130210059807,4622784402,village,Козулька,
UA46060130220021769,4622785903,village,Копанка,
UA46060130230088503,4622784401,village,Крехів,
UA46060130240066164,4622783908,village,Кропи,
UA46060130250081134,4622784403,village,Крута Долина,
UA46060130260080594,4622784501,village,Кулява,
UA46060130270070116,4622787102,village,Липники,
UA46060130280021267,4622785501,village,Любеля,
UA46060130290056115,4622784404,village,Майдан,
UA46060130300036085,4622787207,village,Малі Передримихи,
UA46060130310093865,4622785840,village,Мацошин,
UA46060130320071706,4622785901,village,Мокротин,
UA46060130330031793,4622787209,village,Нагірці,
UA46060130340010061,4622787101,village,Нова Скварява,
UA46060130350070061,4622789205,village,Оплітна,
UA46060130360061686,4622784406,village,Папірня,
UA46060130370064289,4622785907,village,Поляни,
UA46060130380014678,4622789206,village,Руда,
UA46060130390053112,4622784407,village,Руда-Крехівська,
UA46060130400095974,4622789207,village,Сарнівка,
UA46060130410029673,4622788801,village,Сопошин,
UA46060130420034615,4622783909,village,Сороки,
UA46060130430098604,4622785508,village,Соснина,
UA46060130440049981,4622789001,village,Стара Скварява,
UA46060130450078685,4622785904,village,Тернів,
UA46060130460025692,4622789201,village,Туринка,
UA46060130470035419,4622784408,village,Фійна,
UA46060130480043007,4622787210,village,Чистопілля,
UA46060130490074649,4622783911,village,Школярі,
UA46060150000060045,4622183300,hromada,Жовтанецька,
UA46060150010062196,4622183301,village,Жовтанці,
UA46060150020056768,4622181201,village,Велике Колодно,
UA46060150030015758,4622182001,village,Вирів,
UA46060150040083902,4622185202,village,Вислобоки,
UA46060150050082654,4622183302,village,Вихопні,
UA46060150060035483,4622182002,village,Горпин,
UA46060150070023272,4622183303,village,Грабовець,
UA46060150080060612,4622183304,village,Колоденці,
UA46060150090096339,4622181202,village,Новий Став,
UA46060150100081420,4622181203,village,Печихвости,
UA46060150110087147,4622185201,village,Ременів,
UA46060150120016604,4622183305,village,Ставники,
UA46060150130038027,4622181204,village,Честині,
UA46060150140095034,4622182003,village,Якимів,
UA46060170000014754,4623681600,hromada,Зимноводівська,
UA46060170010088194,4623681601,village,Зимна Вода,
UA46060170020021317,4623683701,village,Лапаївка,
UA46060170030091535,4623686201,village,Скнилів,
UA46060170040088562,4620987701,village,Суховоля,
UA46060170050092094,4623683703,village,Холодновідка,
UA46060190000038354,4622110100,hromada,Кам’янка-Бузька,Kamianka-Buzka
UA46060190010052224,4622110100,city,Кам’янка-Бузька,Kamianka-Buzka
UA46060190020077308,4622180801,village,Батятичі,
UA46060190030025004,4622183002,village,Верени,
UA46060190040025249,4622183003,village,Високофедорівка,
UA46060190050015660,4622183004,village,Воля-Жовтанецька,
UA46060190060045179,4622184903,village,Гайок,
UA46060190070072712,4622183503,village,Грушка,
UA46060190080090465,4622182602,village,Дальнич,
UA46060190090045214,4622186602,village,Деревляни,
UA46060190100076574,4622182601,village,Дернів,
UA46060190110067840,4622183001,village,Желдець,
UA46060190120059659,4622110101,village,Забужжя,
UA46060190130097787,4622183501,village,Зубів Міст,
UA46060190140027216,4622183005,village,Красічин,
UA46060190150046144,4622180802,village,Липники,
UA46060190160064081,4622183006,village,Мазярка,
UA46060190170018446,4622183506,village,Обидів,
UA46060190180065077,4622184901,village,Прибужани,
UA46060190190056093,4622183507,village,Рожанка,
UA46060190200032728,4622184907,village,Руда,
UA46060190210026117,4622184908,village,Руда-Сілецька,
UA46060190220045119,4622182605,village,Сапіжанка,
UA46060190230083182,4622183007,village,Сокіл,
UA46060190240060018,4622186603,village,Спас,
UA46060190250079898,4622186601,village,Стрептів,
UA46060190260014960,4622110103,village,Тадані,
UA46060190270089580,4622182607,village,Товмач,
UA46060190280034434,4622183509,village,Ягідня,
UA46060190290073518,4622186604,village,Ямне,
UA46060210000047788,4620910400,hromada,Комарнівська,
UA46060210010034733,4620910400,city,Комарно,
UA46060210020072636,4620984202,village,Андріянів,
UA46060210030034626,4620980702,village,Березець,
UA46060210040017015,4620981101,village,Бучали,
UA46060210050037026,4620986602,village,Грабине,
UA46060210060076697,4620982301,village,Грімне,
UA46060210070073634,4620984204,village,Заболоття,
UA46060210080096073,4620981103,village,Катериничі,
UA46060210090070225,4620984201,village,Кліцько,
UA46060210100057119,4620981105,village,Литовка,
UA46060210110038124,4620986603,village,Лівчиці,
UA46060210120050412,4620985201,village,Монастирець,
UA46060210130067657,4620985202,village,Мости,
UA46060210140046137,4620980701,village,Нове Село,
UA46060210150016203,4620987804,village,Паланики,
UA46060210160098339,4620985901,village,Переможне,
UA46060210170016139,4620986601,village,Підзвіринець,
UA46060210180087674,4620985203,village,Поляна,
UA46060210190057421,4620987801,village,Татаринів,
UA46060210200076548,4620985204,village,Тершаків,
UA46060210210035497,4620987978,village,Тулиголове,
UA46060210220030682,4620984205,village,Якимчиці,
UA46060230000093092,4622755600,hromada,Куликівська,
UA46060230010099970,4622755600,urban village,Куликів,
UA46060230020056894,4622780202,village,Артасів,
UA46060230030065373,4622781001,village,Великий Дорошів,
UA46060230040034427,4622786402,village,Віднів,
UA46060230050068946,4622786403,village,Гребінці,
UA46060230060095717,4622786404,village,Звертів,
UA46060230070061490,4622755603,village,Костеїв,
UA46060230080036830,4622786405,village,Кошелів,
UA46060230090058761,4622781003,village,Малий Дорошів,
UA46060230100016061,4622755607,village,Мервичі,
UA46060230110041273,4622780247,village,Могиляни,
UA46060230120071605,4622786401,village,Надичі,
UA46060230130027856,4622786406,village,Нове Село,
UA46060230140085955,4622788503,village,Перемивки,
UA46060230150037632,4622788501,village,Смереків,
UA46060230160049670,4622786407,village,Стронятин,
UA46060230170091261,4622786408,village,Сулимів,
UA46060250000025047,4610100000,hromada,Львівська,Lvivska
UA46060250010015970,4610100000,city,Львів,Lviv
UA46060250010121390,4610136600,districts in cities,Галицький,Halytskyi
UA46060250010259421,4610136300,districts in cities,Залізничний,
UA46060250010364817,4610137200,districts in cities,Личаківський,
UA46060250010457177,4610136800,districts in cities,Сихівський,
UA46060250010515336,4610136900,districts in cities,Франківський,
UA46060250010615203,4610137500,districts in cities,Шевченківський,Shevchenkivskyi
UA46060250020038547,4610160300,city,Винники,
UA46060250030012851,4622710200,city,Дубляни,
UA46060250040091928,4610166300,urban village,Брюховичі,
UA46060250050072482,4610165500,urban village,Рудне,
UA46060250060064618,4622782301,village,Великі Грибовичі,
UA46060250070010074,4622782503,village,Воля-Гомулецька,
UA46060250080046366,4622782501,village,Гряда,
UA46060250090019677,4622784102,village,Завадів,
UA46060250100076845,4622784103,village,Зарудці,
UA46060250110096678,4622784101,village,Зашків,
UA46060250120043789,4622782304,village,Збиранка,
UA46060250130067842,4623683801,village,Лисиничі,
UA46060250140022433,4622785701,village,Малехів,
UA46060250150044610,4622782305,village,Малі Грибовичі,
UA46060250160034318,4622710203,village,Малі Підліски,
UA46060250170020732,4623683802,village,Підбірці,
UA46060250180032664,4625887503,village,Підрясне,
UA46060250190091381,4625887501,village,Рясне-Руське,
UA46060250200051513,4622710205,village,Ситихів,
UA46060270000027170,4623686900,hromada,Мурованська,
UA46060270010075248,4623686902,village,Муроване,
UA46060270020068093,4623681915,village,Гамаліївка,
UA46060270030015921,4623688603,village,Кам’янопіль,
UA46060270040024678,4623686901,village,Сороки-Львівські,
UA46060270050018963,4623688601,village,Ямпіль,Yampil
UA46060290000052876,4622155600,hromada,Новояричівська,
UA46060290010027932,4622155600,urban village,Новий Яричів,
UA46060290020088895,4622155400,urban village,Запитів,
UA46060290030084993,4622180401,village,Банюнин,
UA46060290040050533,4623680401,village,Борщовичі,
UA46060290050029243,4622182302,village,Великі Підліски,
UA46060290060055464,4622181601,village,Великосілки,
UA46060290070015303,4622182301,village,Дідилів,
UA46060290080062840,4622186202,village,Кукезів,
UA46060290090093254,4622181602,village,Малі Нагірці,
UA46060290100037381,4622184701,village,Неслухів,
UA46060290110051678,4622181603,village,Нова Лодина,
UA46060290120080191,4623685201,village,Пикуловичі,
UA46060290130067105,4622186203,village,Руданці,
UA46060290140056258,4622181604,village,Соколів,
UA46060290150074092,4622186201,village,Старий Яричів,
UA46060290160038873,4622188001,village,Убині,
UA46060290170091048,4622182303,village,Хренів,
UA46060290180035234,4622186204,village,Цеперів,
UA46060310000086550,4623684900,hromada,Оброшинська,
UA46060310010080287,4623684901,village,Оброшине,
UA46060310020077300,4623687003,village,Дібрівки,
UA46060310030062431,4623683401,village,Конопниця,
UA46060310040054457,4623687005,village,Підгайці,Pidhaitsi
UA46060310050058960,4623684906,village,Пришляки,
UA46060310060020988,4623687001,village,Ставчани,
UA46060330000065074,4623310100,hromada,Перемишлянська,
UA46060330010045641,4623310100,city,Перемишляни,Peremyshliany
UA46060330020027944,4623380306,village,Бачів,
UA46060330030019793,4623380401,village,Біле,
UA46060330040034300,4623381402,village,Білка,
UA46060330050033370,4623380701,village,Болотня,
UA46060330060094922,4623381001,village,Борщів,Borshchiv
UA46060330070064727,4623382502,village,Брикун,
UA46060330080051679,4623381401,village,Брюховичі,
UA46060330090063364,4623381002,village,Виписки,
UA46060330100030040,4623382201,village,Вишнівчик,
UA46060330110095601,4623382501,village,Вовків,
UA46060330120022325,4623386802,village,Ганачівка,
UA46060330130097280,4623388302,village,Гуральня,
UA46060330140076029,4623380601,village,Добряничі,
UA46060330150076636,4623382901,village,Дунаїв,
UA46060330160012060,4623383201,village,Дусанів,
UA46060330170067423,4623380702,village,Заставки-Яблунів,
UA46060330180060761,4623383902,village,Затемне,
UA46060330190099530,4623383501,village,Іванівка,Ivanivka
UA46060330200047297,4623382202,village,Камінна,
UA46060330210022676,4623388002,village,Кимир,
UA46060330220038899,4623383601,village,Кореличі,
UA46060330230069767,4623383901,village,Коросне,
UA46060330240085774,4623381403,village,Костенів,
UA46060330250078865,4623388303,village,Кузубатиця,
UA46060330260081742,4623382902,village,Курний,
UA46060330270017757,4623388304,village,Кучерівка,
UA46060330280022073,4623384201,village,Лагодів,
UA46060330290046118,4623381003,village,Ладанці,
UA46060330300018086,4623384901,village,Липівці,
UA46060330310067296,4623384902,village,Лоні,
UA46060330320080816,4623382203,village,Лонівка,
UA46060330330071733,4623382503,village,Малий Полюхів,
UA46060330340049986,4623382504,village,Мерещів,
UA46060330350050988,4623388003,village,Неділиська,
UA46060330360063105,4623380402,village,Новосілки,
UA46060330370041055,4623385601,village,Осталовичі,
UA46060330380019670,4623382903,village,Підсмереки,
UA46060330390011339,4623382204,village,Плеників,
UA46060330400098415,4623382505,village,Плетеничі,
UA46060330410087598,4623380602,village,Плоска,
UA46060330420072393,4623381004,village,Пнятин,
UA46060330430047702,4623385801,village,Подусів,
UA46060330440033757,4623385901,village,Подусільна,
UA46060330450028591,4623383602,village,Прибинь,
UA46060330460044098,4623380705,village,Рівна,
UA46060330470050808,4623385602,village,Розсохи,
UA46060330480017781,4623380706,village,Рубче,
UA46060330490070065,4623383904,village,Сивороги,
UA46060330500018542,4623382904,village,Смереківка,
UA46060330510085090,4623386801,village,Станимир,
UA46060330520090367,4623382905,village,Тернівка,
UA46060330530054226,4623380603,village,Тучне,
UA46060330540049264,4623383903,village,Унів,
UA46060330550024279,4623385603,village,Утіховичі,
UA46060330560034339,4623388001,village,Ушковичі,
UA46060330570055637,4623380403,village,Хомина,
UA46060330580071921,4623388301,village,Чемеринці,
UA46060330590086527,4623388004,village,Чуперносів,
UA46060350000036006,4623685300,hromada,Підберізцівська,
UA46060350010070856,4623685301,village,Підберізці,
UA46060350020050548,4623680801,village,Верхня Білка,
UA46060350030037900,4623687902,village,Глуховичі,
UA46060350040059740,4623687602,village,Журавники,
UA46060350050023788,4623684001,village,Миклашів,
UA46060350060071211,4623680802,village,Нижня Білка,
UA46060350070041191,4623684002,village,Підгірне,
UA46060350080018676,4623680803,village,Сухоріччя,
UA46060350090085389,4623687603,village,Тарасівка,
UA46060350100023094,4623687901,village,Чижиків,
UA46060350110088418,4623687601,village,Чорнушовичі,
UA46060370000065608,4623610100,hromada,Пустомитівська,
UA46060370010036941,4623610100,city,Пустомити,Pustomyty
UA46060370020099656,4623685902,village,Береги,
UA46060370030025841,4623685903,village,Віняви,
UA46060370040076962,4623684202,village,Диб’янки,
UA46060370050076640,4623684204,village,Малинівка,
UA46060370060086704,4623685904,village,Милошевичі,
UA46060370070079046,4623684201,village,Містки,
UA46060370080036426,4623610101,village,Наварія,
UA46060370090033432,4623684205,village,Полянка,
UA46060370100061468,4623685901,village,Семенівка,Semenivka
UA46060390000035967,4622710400,hromada,Рава-Руська,
UA46060390010035472,4622710400,city,Рава-Руська,
UA46060390020041835,4622786702,village,Березина,
UA46060390030094142,4622787602,village,Борове,
UA46060390040070515,4622786703,village,Буди,
UA46060390050075698,4622787603,village,Великі Долини,
UA46060390060092609,4622783004,village,Вільшанка,Vilshanka
UA46060390070010335,4622781401,village,Волиця,
UA46060390080078493,4622782001,village,Гійче,
UA46060390090030469,4622787604,village,Гіркани,
UA46060390100041507,4622787605,village,Гірки,
UA46060390110054212,4622785203,village,Голокам’янка,
UA46060390120023624,4622787606,village,Горяни,
UA46060390130066156,4622787619,village,Гута Обединська,
UA46060390140099436,4622783001,village,Дев’ятир,
UA46060390150081271,4622785205,village,Дубрівка,
UA46060390160033243,4622786704,village,Думи,
UA46060390170092437,4622783501,village,Забір’я,
UA46060390180075387,4622785207,village,Загір’я,
UA46060390190046237,4622787608,village,Зелена Гута,
UA46060390200013833,4622785209,village,Йоничі,
UA46060390210080651,4622783007,village,Капелюх,
UA46060390220011103,4622787610,village,Клебани,
UA46060390230040994,4622783008,village,Ковалі,
UA46060390240013980,4622786705,village,Криве,
UA46060390250041909,4622785201,village,Липник,
UA46060390260075718,4622783010,village,Лосини,
UA46060390270017790,4622787612,village,Луг,
UA46060390280033878,4622785210,village,Лужки,
