KOATUU_2020,KATOTTG_2023,category,region_name
6821855705,UA68020250030093857,village,Khmelnytska
4622181201,UA46060150020056768,village,Lvivska
4625888406,UA46140110580017749,village,Lvivska
5123180801,UA51120150120036309,village,Odeska
6821855300,UA68020170010098306,urban village,Khmelnytska
4820381501,UA48080010120078591,settlement,Mykolaivska
2121582002,UA21040190060013924,village,Zakarpatska
5124783003,UA51060050300095545,village,Odeska
0520682806,UA05020150070084401,village,Vinnytska
1820986003,UA18040050040080853,village,Zhytomyrska
5320281803,UA53060010180034607,village,Poltavska
6122688901,UA61040130160027686,village,Ternopilska
1822086803,UA18040490180034886,village,Zhytomyrska
2124887605,UA21100150150082434,village,Zakarpatska
3224984202,UA32140150050025637,village,Kyivska
7125180401,UA71040190030071064,village,Cherkaska
1220387705,UA12060210060088798,village,Dnipropetrovska
0721887205,UA07080110220064185,village,Volynska
2610490007,UA26060170150039012,village,Ivano-Frankivska
7425555420,UA74100250230029338,village,Chernihivska
5924182301,UA59060110050015596,village,Sumska
7322510101,UA73060290050023315,village,Chernivetska
0524881501,UA05120170080046687,village,Vinnytska
2623285806,UA26080210050046219,village,Ivano-Frankivska
0722155304,UA07060070160014994,village,Volynska
0721183816,UA07020170190048838,village,Volynska
0721486202,UA07040010100070050,village,Volynska
1823155113,UA18040290150042230,village,Zhytomyrska
6825589002,UA68060290040091229,village,Khmelnytska
4824282005,UA48060030110074205,village,Mykolaivska
4625110300,UA46080050010034058,town,Lvivska
5323684201,UA53040070200035731,village,Poltavska
5624680405,UA56060430070039762,village,Rivnenska
3520384601,UA35080150130052134,village,Kirovohradska
3222788901,UA32140010140022825,village,Kyivska
7422255102,UA74060010030051506,village,Chernihivska
2621255306,UA26040010070092732,village,Ivano-Frankivska
4625181907,UA46080170080061501,village,Lvivska
6822188401,UA68060250200054011,village,Khmelnytska
5624683001,UA56060050060082527,village,Rivnenska
4622755607,UA46060230100016061,village,Lvivska
2125384004,UA21120250270033261,village,Zakarpatska
1824081401,UA18080230050086627,village,Zhytomyrska
3221884401,UA32100030160014972,village,Kyivska
5625810104,UA56040290080036485,village,Rivnenska
5122583903,UA51120090190073544,village,Odeska
5322884901,UA53040030320062399,village,Poltavska
1820884501,UA18020110200018361,village,Zhytomyrska
5322082502,UA53020090130088421,village,Poltavska
2625286303,UA26080230160064422,village,Ivano-Frankivska
1224587005,UA12040230040041316,village,Dnipropetrovska
6325181501,UA63120010060063178,village,Kharkivska
1824486003,UA18060190360030683,village,Zhytomyrska
4825781701,UA48060270040051876,village,Mykolaivska
3222484801,UA32080070100022933,village,Kyivska
1413390029,UA14120110360079412,village,Donetska
2321255108,UA23080010100054405,village,Zaporizka
1821482703,UA18040610080033468,village,Zhytomyrska
4622183007,UA46060190230083182,village,Lvivska
2621682001,UA26080030100022485,village,Ivano-Frankivska
2321580501,UA23060170020094081,village,Zaporizka
5621287801,UA56060170340074197,village,Rivnenska
5323487201,UA53080070160096372,village,Poltavska
3222781801,UA32080190100074617,village,Kyivska
1421586301,UA14040150210096874,village,Donetska
2623685204,UA26100070040037400,village,Ivano-Frankivska
3524083403,UA35060210020032281,village,Kirovohradska
4625188702,UA46080170040049504,village,Lvivska
5321082001,UA53080050080017948,village,Poltavska
5322884601,UA53040030310025520,village,Poltavska
0720581501,UA07020150060044079,village,Volynska
0722855404,UA07080270060065697,village,Volynska
7420810109,UA74040070130022822,village,Chernihivska
5625083203,UA56080010080061148,village,Rivnenska
0721155101,UA07020070020094095,village,Volynska
4622484005,UA46140030530086325,village,Lvivska
1824084005,UA18080050250086260,village,Zhytomyrska
0521280403,UA05020090020089431,village,Vinnytska
6825585103,UA68060130120093760,village,Khmelnytska
5321682504,UA53080190060057326,village,Poltavska
5321885101,UA53080130390024624,village,Poltavska
4424885303,UA44160070020040972,village,Luhanska
6323382505,UA63060070090011456,village,Kharkivska
3523480801,UA35040230070082299,village,Kirovohradska
0520282803,UA05060010310046186,village,Vinnytska
6823355148,UA68020190540078151,village,Khmelnytska
1224580501,UA12040190040010705,village,Dnipropetrovska
7425583503,UA74100150040073064,village,Chernihivska
0724555300,UA07080250020042343,urban village,Volynska
7424981001,UA74020070030093906,village,Chernihivska
4620980701,UA46060210140046137,village,Lvivska
0725582202,UA07060430230023047,village,Volynska
1821755157,UA18080130690071353,village,Zhytomyrska
6321881501,UA63080050160094886,village,Kharkivska
5325484204,UA53080450120054820,village,Poltavska
3524682501,UA35080070110015450,village,Kirovohradska
4624883201,UA46120110270041867,village,Lvivska
3221484601,UA32020050060013015,village,Kyivska
4624887402,UA46120110050084171,village,Lvivska
5621455307,UA56040090080013485,village,Rivnenska
0521480803,UA05120010060072606,village,Vinnytska
1222385003,UA12100050040021730,village,Dnipropetrovska
7322588504,UA73060370110097448,village,Chernivetska
5621883403,UA56080070150096446,village,Rivnenska
6824283209,UA68040390230066077,village,Khmelnytska
2624056201,UA26120050020079493,village,Ivano-Frankivska
4825710114,UA48020190140099579,village,Mykolaivska
5122083201,UA51080090090088629,village,Odeska
4624855300,UA46120110020052602,urban village,Lvivska
2124887701,UA21100190120016770,village,Zakarpatska
5622280402,UA56020070160037600,village,Rivnenska
3521985601,UA35040110190096655,village,Kirovohradska
5324285601,UA53080390780062055,village,Poltavska
6322655142,UA63020050680041519,settlement,Kharkivska
7123186301,UA71060150090042793,village,Cherkaska
3220681401,UA32120010060019686,village,Kyivska
3522582401,UA35040270040046063,village,Kirovohradska
7122283707,UA71020230080083019,village,Cherkaska
1220755135,UA12140030430041465,village,Dnipropetrovska
7424710146,UA74060070620067332,village,Chernihivska
6510166405,UA65100150150017584,settlement,Khersonska
6123487602,UA61020110050056133,village,Ternopilska
7420389001,UA74040030330066080,village,Chernihivska
5922085002,UA59020130070086642,village,Sumska
3222485502,UA32080010070099815,village,Kyivska
7125784002,UA71020170100073569,village,Cherkaska
4622480903,UA46140090270069020,village,Lvivska
3223384202,UA32040190020053165,village,Kyivska
6522680501,UA65060070030091920,village,Khersonska
1223283001,UA12100090060059310,village,Dnipropetrovska
7324510115,UA73060490170085455,village,Chernivetska
5621285401,UA56060170220047342,village,Rivnenska
6124888301,UA61040410190044297,village,Ternopilska
6321455119,UA63080010220096851,village,Kharkivska
5922981601,UA59080110140046800,village,Sumska
6123486201,UA61020070070029969,village,Ternopilska
2124480501,UA21080010020068524,village,Zakarpatska
5121080301,UA51100330020016223,village,Odeska
5925682501,UA59100110100093086,village,Sumska
1422782802,UA14160210060077679,village,Donetska
5920910118,UA59020030400032936,village,Sumska
0521980801,UA05100070020063859,village,Vinnytska
5624680406,UA56060430060010885,village,Rivnenska
4824282708,UA48060190090059257,settlement,Mykolaivska
1423984402,UA14140030050040224,village,Donetska
4623380701,UA46060330050033370,village,Lvivska
3222480801,UA32080130020016870,village,Kyivska
0525387701,UA05060150260072297,village,Vinnytska
4421681301,UA44120090040099167,village,Luhanska
1824755103,UA18040390040086601,village,Zhytomyrska
4825485111,UA48080110110097021,village,Mykolaivska
6824781001,UA68040450100036667,village,Khmelnytska
7122083902,UA71080210020010328,village,Cherkaska
5325481203,UA53080450170093432,village,Poltavska
2324287901,UA23100050010024167,village,Zaporizka
6120482502,UA61040030020018393,village,Ternopilska
5322083002,UA53020090170027514,village,Poltavska
0521481003,UA05120110030012414,village,Vinnytska
2122783403,UA21040010110060301,village,Zakarpatska
7120355400,UA71020070010074773,urban village,Cherkaska
1824410122,UA18060190230028562,village,Zhytomyrska
1822386602,UA18060090140095144,village,Zhytomyrska
0520688905,UA05020310090082437,village,Vinnytska
2623284208,UA26080110100050865,village,Ivano-Frankivska
5621880601,UA56080070030079700,village,Rivnenska
6125286401,UA61040070100039120,village,Ternopilska
0524580801,UA05020270020087083,village,Vinnytska
5123580401,UA51020150140074543,village,Odeska
0522688201,UA05080130010068291,village,Vinnytska
6322055903,UA63120130040098836,village,Kharkivska
6522683001,UA65060130010060241,village,Khersonska
6123882401,UA61020090070038024,village,Ternopilska
5924785407,UA59080150090056896,village,Sumska
1221087001,UA12040050290056349,village,Dnipropetrovska
5623889803,UA56040370030017989,village,Rivnenska
7121589201,UA71040170060018992,village,Cherkaska
7123481001,UA71060170050099309,village,Cherkaska
0524581801,UA05020070030069884,village,Vinnytska
4623683103,UA46060090110049929,village,Lvivska
5123555102,UA51020150060068534,village,Odeska
1420387301,UA14120150140082124,village,Donetska
3224481101,UA32020190080043666,village,Kyivska
6825581302,UA68060130060027122,village,Khmelnytska
0721480603,UA07040010270074011,village,Volynska
0722881602,UA07080030150083686,village,Volynska
0720886001,UA07080070270070043,village,Volynska
0723155120,UA07040030220050440,village,Volynska
5120885101,UA51040210050099213,village,Odeska
3520584001,UA35040250210028199,village,Kirovohradska
0721180901,UA07020130030068083,village,Volynska
6521881510,UA65020110090037749,village,Khersonska
7424486001,UA74100330310032997,village,Chernihivska
2325281601,UA23100150120095028,village,Zaporizka
4821480803,UA48040170260019745,settlement,Mykolaivska
1824755403,UA18040230020095479,village,Zhytomyrska
4620685804,UA46040030150038351,village,Lvivska
5121283801,UA51020170070051000,village,Odeska
5920984601,UA59020030250071218,village,Sumska
5923555120,UA59060090480063939,village,Sumska
0521080309,UA05060050170053297,village,Vinnytska
0510490003,UA05080050260027753,settlement,Vinnytska
5925386101,UA59100170320099772,village,Sumska
0520286503,UA05060010640090190,village,Vinnytska
6823987710,UA68060310090010890,village,Khmelnytska
5623886704,UA56040230070050653,village,Rivnenska
4620683601,UA46040030420098692,village,Lvivska
4624887403,UA46120110230062332,village,Lvivska
0721888001,UA07080230200044485,village,Volynska
4824882301,UA48060210160025866,settlement,Mykolaivska
7125189601,UA71040190220066344,village,Cherkaska
1421585601,UA14040150250096965,village,Donetska
2120883603,UA21100070050014552,village,Zakarpatska
7424456017,UA74100230300070980,village,Chernihivska
6825083301,UA68040470130024089,village,Khmelnytska
3524983701,UA35080110240047612,village,Kirovohradska
4623685901,UA46060370100061468,village,Lvivska
2624884102,UA26060210020094664,village,Ivano-Frankivska
4624586402,UA46100190130025269,village,Lvivska
4825181201,UA48060350070085347,village,Mykolaivska
5321080405,UA53080050280054738,village,Poltavska
2623284803,UA26080130030033201,village,Ivano-Frankivska
0521486807,UA05120130130023431,village,Vinnytska
2323055504,UA23080090080078546,village,Zaporizka
7423883501,UA74040230010081588,village,Chernihivska
6823980301,UA68060050010068696,village,Khmelnytska
6825087201,UA68040330010062625,village,Khmelnytska
6324586504,UA63100010240014025,village,Kharkivska
1823155121,UA18040290240062946,village,Zhytomyrska
4624555701,UA46100210050070526,village,Lvivska
5921284801,UA59040130330037571,village,Sumska
2124084405,UA21040210060032291,village,Zakarpatska
6124610504,UA61040430040093030,village,Ternopilska
1820955113,UA18040050170020580,village,Zhytomyrska
6824283901,UA68040390270037207,village,Khmelnytska
7322086201,UA73040030160079388,village,Chernivetska
7420687404,UA74040270070072839,village,Chernihivska
6120883901,UA61060050120029316,village,Ternopilska
2321581405,UA23060130100029959,village,Zaporizka
6824288005,UA68040410040097209,village,Khmelnytska
5924187001,UA59060010230081885,village,Sumska
0523281101,UA05100110060068433,village,Vinnytska
4624887802,UA46120110090095150,village,Lvivska
2320355118,UA23080310340053639,settlement,Zaporizka
6822489501,UA68020270130037680,village,Khmelnytska
4623655510,UA46060450080062882,village,Lvivska
1411247200,UA14020110090051984,urban village,Donetska
7122585511,UA71080310110058305,village,Cherkaska
4622182605,UA46060190220045119,village,Lvivska
3220884401,UA32040010110023177,village,Kyivska
0523080602,UA05020170280039205,village,Vinnytska
4422881101,UA44140070050037822,village,Luhanska
5323282201,UA53060230140052583,village,Poltavska
2121285002,UA21020150040092612,village,Zakarpatska
4621888001,UA46040070650079175,village,Lvivska
7125788401,UA71020330200044612,village,Cherkaska
6120887701,UA61060050210016977,village,Ternopilska
1421282405,UA14040070110090535,village,Donetska
5622282002,UA56020070100012436,village,Rivnenska
4624280605,UA46080010180050912,village,Lvivska
5622681601,UA56060250030036415,village,Rivnenska
5120886805,UA51040230120041646,village,Odeska
4625886101,UA46140110460080134,village,Lvivska
6125589301,UA61060150060083699,village,Ternopilska
0723655403,UA07080130060020871,village,Volynska
2622055305,UA26060070100021431,village,Ivano-Frankivska
2323687201,UA23060190540099529,settlement,Zaporizka
6523583803,UA65060110060039950,village,Khersonska
1823755132,UA18060150290013561,village,Zhytomyrska
6124610506,UA61040430060097688,village,Ternopilska
2122782603,UA21040150160081982,village,Zakarpatska
5625455705,UA56080210020094014,village,Rivnenska
4421682201,UA44100050050019068,village,Luhanska
0524982701,UA05080090100074540,village,Vinnytska
6120487003,UA61040310060025971,village,Ternopilska
5621885006,UA56080110070013989,village,Rivnenska
2624481005,UA26040270360043311,village,Ivano-Frankivska
6522682001,UA65060070080046542,village,Khersonska
6122484802,UA61040150030066132,village,Ternopilska
2624884802,UA26060230090016914,village,Ivano-Frankivska
3523684601,UA35020170110082151,village,Kirovohradska
3221485401,UA32020070040050057,village,Kyivska
4623980603,UA46120070080076785,village,Lvivska
1221083304,UA12040050200019615,village,Dnipropetrovska
7124989003,UA71080470030090173,village,Cherkaska
6321455106,UA63080010110097822,village,Kharkivska
6322655119,UA63020050140040985,village,Kharkivska
4825710104,UA48020190050083287,village,Mykolaivska
2323910102,UA23100170030046021,village,Zaporizka
4820680701,UA48020110030090303,village,Mykolaivska
4620986601,UA46060210170016139,village,Lvivska
4625888204,UA46140110570015620,village,Lvivska
7425555205,UA74100030140019081,village,Chernihivska
6121683903,UA61060130160049162,village,Ternopilska
3223386401,UA32040150060067911,village,Kyivska
3221687601,UA32020090140082223,village,Kyivska
0523487201,UA05020210290065951,village,Vinnytska
6520984804,UA65020030040072418,village,Khersonska
4624583301,UA46100190060046383,village,Lvivska
5324081910,UA53080370350025054,village,Poltavska
6121255504,UA61060190050043758,village,Ternopilska
1823155126,UA18040290290014524,village,Zhytomyrska
3224481201,UA32020190070059351,village,Kyivska
6322655143,UA63020050380079986,village,Kharkivska
2622087602,UA26060070080047856,village,Ivano-Frankivska
4623382901,UA46060330150076636,village,Lvivska
1421255104,UA14040010230049589,settlement,Donetska
4620685803,UA46040030100055029,village,Lvivska
2325555130,UA23020150260027647,village,Zaporizka
1822855111,UA18060110150035154,village,Zhytomyrska
0723155117,UA07040030180028234,village,Volynska
0524184802,UA05040250230077846,settlement,Vinnytska
6822487406,UA68020230040076012,village,Khmelnytska
5321685603,UA53080210070031040,settlement,Poltavska
6820910141,UA68040090520070368,village,Khmelnytska
4625580602,UA46080190040065470,village,Lvivska
1824084402,UA18080150020010268,village,Zhytomyrska
3523482402,UA35040230030056830,village,Kirovohradska
0522684001,UA05080030090089458,village,Vinnytska
6324883001,UA63060090200097232,village,Kharkivska
6121682703,UA61060250100083257,village,Ternopilska
6825589501,UA68060130170033897,village,Khmelnytska
5621685605,UA56040270140060730,village,Rivnenska
5121255600,UA51020210010017838,urban village,Odeska
5324580601,UA53020230070080050,village,Poltavska
5323685601,UA53040070240050356,village,Poltavska
2324955103,UA23100230230015624,village,Zaporizka
2324284601,UA23100190100088602,village,Zaporizka
1821181502,UA18040570160042500,village,Zhytomyrska
6825083303,UA68040470100060977,village,Khmelnytska
0723685502,UA07040070020033731,village,Volynska
5324885007,UA53040110810066976,village,Poltavska
5625486803,UA56080030110060637,village,Rivnenska
4821180701,UA48020030070067510,village,Mykolaivska
7424987501,UA74020070380071868,village,Chernihivska
5122983832,UA51120110270074950,village,Odeska
1821755109,UA18080130080089769,village,Zhytomyrska
1225655104,UA12020310110091718,village,Dnipropetrovska
4624289204,UA46080090030021158,village,Lvivska
6323988505,UA63100050520071708,village,Kharkivska
4824280701,UA48060290020079011,village,Mykolaivska
2320355408,UA23080030070069044,village,Zaporizka
4424881001,UA44160010030028376,village,Luhanska
5621885601,UA56080070250098439,village,Rivnenska
2624486401,UA26040270600069012,village,Ivano-Frankivska
1224555603,UA12040190020061709,village,Dnipropetrovska
1820610130,UA18080010320089754,village,Zhytomyrska
0720855403,UA07080190040099482,village,Volynska
3524087001,UA35060150140070122,village,Kirovohradska
6820387005,UA68060030560036587,village,Khmelnytska
0523184801,UA05020190340051954,village,Vinnytska
0520482203,UA05040010090078164,village,Vinnytska
4625385801,UA46100230350087709,village,Lvivska
2322186804,UA23060270040015878,village,Zaporizka
6525086006,UA65100190070012440,village,Khersonska
7421183205,UA74080010060072395,village,Chernihivska
1822086503,UA18040350060017716,village,Zhytomyrska
4625888604,UA46140050220050577,village,Lvivska
2124883001,UA21100150090098700,village,Zakarpatska
7120983401,UA71060090110011347,village,Cherkaska
4821482601,UA48040010160079572,village,Mykolaivska
7421410139,UA74100050560093160,village,Chernihivska
7123789206,UA71080450080076896,settlement,Cherkaska
0525386301,UA05060150200060644,village,Vinnytska
0522286104,UA05020110310040035,village,Vinnytska
2625255304,UA26080050090058937,village,Ivano-Frankivska
6820686503,UA68040050250074297,village,Khmelnytska
1222386001,UA12100050260038977,village,Dnipropetrovska
1225455105,UA12080130290075873,village,Dnipropetrovska
0520255312,UA05060070190074195,village,Vinnytska
6825055501,UA68040490050069401,village,Khmelnytska
6524485003,UA65040070110087941,village,Khersonska
4620983301,UA46060070130047704,village,Lvivska
6322283504,UA63060010370099740,village,Kharkivska
7120689001,UA71040210160091887,village,Cherkaska
6325781502,UA63080150210021096,village,Kharkivska
7422055406,UA74100070070037022,village,Chernihivska
0521981801,UA05100050070064281,village,Vinnytska
7420810103,UA74040070090078639,village,Chernihivska
4624586901,UA46100090200029504,village,Lvivska
7323584001,UA73020170090047392,village,Chernivetska
1822855112,UA18060110160024907,village,Zhytomyrska
5321886001,UA53080130470010497,village,Poltavska
3224287004,UA32020170250082452,village,Kyivska
6824288601,UA68040410010054966,village,Khmelnytska
6120489401,UA61040030200010270,village,Ternopilska
5320281804,UA53060010220063143,village,Poltavska
4821181705,UA48020030080098727,village,Mykolaivska
4625187401,UA46080150260020551,village,Lvivska
2625255307,UA26080050130044618,village,Ivano-Frankivska
5625483403,UA56080170260047736,village,Rivnenska
2124084409,UA21040210130061307,village,Zakarpatska
2122781601,UA21040030010064065,village,Zakarpatska
6124885501,UA61040370220098760,village,Ternopilska
1421781601,UA14140010040084702,village,Donetska
0724582914,UA07080150140059905,village,Volynska
6325785801,UA63080150400012275,village,Kharkivska
2321586119,UA23060230180095642,village,Zaporizka
3522282601,UA35040310090026047,village,Kirovohradska
2324586801,UA23080190140064670,village,Zaporizka
1223284506,UA12100010050039851,village,Dnipropetrovska
2620482403,UA26040110040088841,village,Ivano-Frankivska
0721488602,UA07040010390024939,village,Volynska
1822380201,UA18060230030048520,village,Zhytomyrska
2324884202,UA23020130180089646,village,Zaporizka
6120485701,UA61040310130011329,village,Ternopilska
1220384405,UA12060090060098921,settlement,Dnipropetrovska
1220310101,UA12060010200045542,settlement,Dnipropetrovska
6322887001,UA63040130150087606,village,Kharkivska
6324882001,UA63060090120059176,village,Kharkivska
2124884501,UA21100110040017007,village,Zakarpatska
6321285001,UA63020030610066264,village,Kharkivska
1421581601,UA14040050050014885,village,Donetska
0524980901,UA05080090040099491,village,Vinnytska
4625887003,UA46140110510085746,village,Lvivska
0523010101,UA05020170020017835,village,Vinnytska
2620883001,UA26020010070033473,village,Ivano-Frankivska
6824288905,UA68040390350044106,village,Khmelnytska
6325755106,UA63080150420060746,village,Kharkivska
5110290020,UA51120030240084511,village,Odeska
1420910819,UA14020090190081260,village,Donetska
0523084601,UA05020170250081689,village,Vinnytska
5924455314,UA59100090140082431,village,Sumska
6524783001,UA65080150130057112,village,Khersonska
5322483805,UA53020190080019292,village,Poltavska
5621480702,UA56040030030011000,village,Rivnenska
5120687501,UA51120170040079590,village,Odeska
4622185202,UA46060150040083902,village,Lvivska
6822485702,UA68020210130068803,village,Khmelnytska
2622087601,UA26060070170069898,village,Ivano-Frankivska
6824288602,UA68040410130045274,village,Khmelnytska
6822184202,UA68060090060061346,village,Khmelnytska
1422782806,UA14160210210094331,village,Donetska
3524983401,UA35080110210079831,village,Kirovohradska
2623682001,UA26100050020036916,village,Ivano-Frankivska
6321885501,UA63080050480092705,village,Kharkivska
4625887004,UA46140110770017858,village,Lvivska
5623855104,UA56040190050037910,village,Rivnenska
5121082801,UA51100330040038162,village,Odeska
1222986702,UA12080070340098334,village,Dnipropetrovska
1824287310,UA18060210080034654,village,Zhytomyrska
6822481812,UA68020030080042583,village,Khmelnytska
1222985213,UA12080070420012448,village,Dnipropetrovska
6822784805,UA68040010180014705,village,Khmelnytska
6123083601,UA61040230170053295,village,Ternopilska
0523782001,UA05040230050013169,village,Vinnytska
5625883911,UA56040130100058420,village,Rivnenska
1822855126,UA18060110480029225,village,Zhytomyrska
2620488603,UA26040310020039163,village,Ivano-Frankivska
1821755136,UA18080130400070376,village,Zhytomyrska
6520983503,UA65020130050075555,village,Khersonska
6124882501,UA61040370120046050,village,Ternopilska
5924786801,UA59080230010027541,village,Sumska
0520280803,UA05060070080018340,village,Vinnytska
1821486703,UA18040470170064398,village,Zhytomyrska
6325184003,UA63120050080021136,village,Kharkivska
7423086301,UA74100010080034741,village,Chernihivska
3221984203,UA32060110060017304,village,Kyivska
2323080404,UA23080090070037206,village,Zaporizka
2121586001,UA21040190110081818,village,Zakarpatska
7121884001,UA71080250010059607,village,Cherkaska
0723655409,UA07080130210040080,village,Volynska
6822787401,UA68040210190087010,village,Khmelnytska
6320655102,UA63100030780068120,village,Kharkivska
1421286401,UA14040010210036421,village,Donetska
5910290009,UA59040110100074705,village,Sumska
5323486701,UA53080310430058819,village,Poltavska
6324582502,UA63100090020019702,village,Kharkivska
7325084401,UA73040190080041773,village,Chernivetska
6522383204,UA65080010090080700,village,Khersonska
4620955309,UA46060030060018627,village,Lvivska
7124389001,UA71060130070025985,village,Cherkaska
2121980402,UA21020130050048005,village,Zakarpatska
2325280804,UA23100150140017197,village,Zaporizka
2323386616,UA23040190160027278,village,Zaporizka
4820355102,UA48080010080045800,village,Mykolaivska
6125088303,UA61040290030053517,village,Ternopilska
1225980501,UA12120130040043919,village,Dnipropetrovska
3224084902,UA32020150280023516,village,Kyivska
0524384301,UA05100170080044230,village,Vinnytska
4620388402,UA46040010040064161,village,Lvivska
4624288605,UA46080110300059712,village,Lvivska
5120880701,UA51040130020055476,village,Odeska
2323981503,UA23060290030026265,village,Zaporizka
6321480501,UA63080010030074121,village,Kharkivska
1421589201,UA14040090070066152,village,Donetska
2325555129,UA23020150250093205,village,Zaporizka
6120487903,UA61040410040021712,village,Ternopilska
0723155133,UA07040030370018169,village,Volynska
0521210121,UA05020090280062357,village,Vinnytska
2110490002,UA21040150090028594,village,Zakarpatska
4823081001,UA48040130110083046,village,Mykolaivska
5922984601,UA59080110440032668,village,Sumska
6823980610,UA68060010060092763,village,Khmelnytska
2320985501,UA23040210070080545,village,Zaporizka
6321280506,UA63020030730084769,village,Kharkivska
5320485901,UA53060310110029349,village,Poltavska
6824282601,UA68040390450080708,village,Khmelnytska
4423180501,UA44160030200082626,village,Luhanska
1824281905,UA18060030080042305,village,Zhytomyrska
1825886401,UA18040110010019488,village,Zhytomyrska
7424955107,UA74020070150090705,village,Chernihivska
1421281802,UA14040070210026739,settlement,Donetska
6123087140,UA61040230310099305,village,Ternopilska
0721486203,UA07040010120022153,village,Volynska
5625484402,UA56080170020077516,village,Rivnenska
3522280801,UA35040310050032218,village,Kirovohradska
6522155702,UA65040010160075278,village,Khersonska
0725585601,UA07060190140015736,village,Volynska
7124980501,UA71080290020053462,village,Cherkaska
3221482003,UA32140090080023176,village,Kyivska
2321810128,UA23100070300094516,village,Zaporizka
6822781701,UA68040210050059527,village,Khmelnytska
0522286601,UA05020290190025492,village,Vinnytska
0521210113,UA05020090190083509,village,Vinnytska
3220284901,UA32060010160018981,village,Kyivska
4622484906,UA46140090240012788,village,Lvivska
6321486001,UA63080010340050832,village,Kharkivska
7425155118,UA74080150200016960,village,Chernihivska
6821884707,UA68020150080057152,village,Khmelnytska
5621888202,UA56080070090095528,village,Rivnenska
4625582903,UA46080190160092519,village,Lvivska
1222055709,UA12040010070094866,village,Dnipropetrovska
5323481003,UA53080070060044883,village,Poltavska
2624880401,UA26060030020027572,village,Ivano-Frankivska
7424155401,UA74080050060060390,village,Chernihivska
5320884902,UA53040010090011676,village,Poltavska
6822487404,UA68020230020075238,village,Khmelnytska
2322188602,UA23060270080054296,settlement,Zaporizka
2123285502,UA21100210030023133,village,Zakarpatska
4623380402,UA46060330360063105,village,Lvivska
5625883914,UA56040130130081625,village,Rivnenska
3522885301,UA35040190440045838,village,Kirovohradska
4625385206,UA46100230470061750,village,Lvivska
0523955108,UA05100130130013764,village,Vinnytska
6325156400,UA63120010020068237,urban village,Kharkivska
6325483301,UA63140170050031122,village,Kharkivska
1822583203,UA18040150030041751,village,Zhytomyrska
3224087501,UA32020150380093878,village,Kyivska
7321087404,UA73060530020038107,village,Chernivetska
0721486401,UA07040010460066548,village,Volynska
7125487501,UA71080510190043843,village,Cherkaska
4622185921,UA46120050170067292,village,Lvivska
7121285201,UA71020130030086156,village,Cherkaska
0723683401,UA07040050160059649,village,Volynska
3224983501,UA32020070030033299,village,Kyivska
7123487001,UA71060170320086024,village,Cherkaska
3520884801,UA35040170360072875,village,Kirovohradska
5923555113,UA59060090280095446,village,Sumska
5621455303,UA56040090070026512,village,Rivnenska
2621282901,UA26040130010016074,village,Ivano-Frankivska
6121689601,UA61060250120091321,village,Ternopilska
0720880201,UA07080050030032655,village,Volynska
3222755102,UA32080190140019015,village,Kyivska
4624882601,UA46120110200063659,village,Lvivska
4622784102,UA46060250090019677,village,Lvivska
0523781801,UA05040210050056117,village,Vinnytska
7121589002,UA71040150090038907,village,Cherkaska
4625188701,UA46080170210027884,village,Lvivska
7425810146,UA74020050460022801,village,Chernihivska
5621882004,UA56080050060019504,village,Rivnenska
3223382001,UA32040070010043245,village,Kyivska
1821185404,UA18040570250087531,village,Zhytomyrska
5920655313,UA59080130410090445,settlement,Sumska
6322057000,UA63120070030026955,urban village,Kharkivska
1422482714,UA14120050100023805,village,Donetska
1822587301,UA18040150130074404,village,Zhytomyrska
2122786205,UA21040250090067595,village,Zakarpatska
0524180801,UA05040150030093706,village,Vinnytska
0520483603,UA05040010180031459,village,Vinnytska
4625888501,UA46140050190073914,village,Lvivska
3521488301,UA35020070290084965,village,Kirovohradska
5125083401,UA51040250070068322,village,Odeska
0521682806,UA05120050110038532,village,Vinnytska
2124010101,UA21040230020012517,village,Zakarpatska
3224481703,UA32020190040011639,village,Kyivska
6825883601,UA68040330170036921,village,Khmelnytska
2622080508,UA26060090070074811,village,Ivano-Frankivska
2321585603,UA23060030090076841,village,Zaporizka
7421788505,UA74080110050017381,village,Chernihivska
4610345400,UA46020070010062211,urban village,Lvivska
1225885715,UA12060070140029414,village,Dnipropetrovska
6122684303,UA61040170400061604,village,Ternopilska
5620881502,UA56020150050040397,village,Rivnenska
1221884713,UA12060250250069843,village,Dnipropetrovska
1221887706,UA12060190250028257,village,Dnipropetrovska
3520884004,UA35040170290058902,village,Kirovohradska
3223183001,UA32120110070070132,village,Kyivska
0522883801,UA05080030110034342,village,Vinnytska
3220410505,UA32020230070040218,village,Kyivska
7424188801,UA74080170010023549,village,Chernihivska
2120882002,UA21100170050047588,village,Zakarpatska
2623684003,UA26100030030025662,village,Ivano-Frankivska
1221880501,UA12060190280064758,village,Dnipropetrovska
0521984401,UA05100070110028719,village,Vinnytska
4625884709,UA46140110800080325,village,Lvivska
4820610124,UA48020010240034033,village,Mykolaivska
6825083901,UA68040470150084376,village,Khmelnytska
0723189201,UA07040010540014794,village,Volynska
2320681501,UA23020030030048072,village,Zaporizka
5321084101,UA53080050350059196,village,Poltavska
4825781412,UA48020090140033988,village,Mykolaivska
6823987714,UA68060310130015297,village,Khmelnytska
3223782001,UA32020130060054302,village,Kyivska
