eoname,schoolname
"Комунальна установа Сумська спеціалізована школа І-ІІІ ступенів № 10 імені Героя Радянського Союзу О. Бутка, м. Суми, Сумської області","Комунальна установа Сумська спеціалізована школа І-ІІІ ступенів № 10 ім. Героя Радянського Союзу О.Бутка, м.Суми, Сумської області"
"Комунальна організація (установа, заклад) ""Шосткинська загальноосвітня школа І-ІІІ ступенів № 11 Шосткинської міської ради Сумської області""","Комунальна організація (установа, заклад) «Шосткинська загальноосвітня школа І-ІІІ ступенів № 11 Шосткинської міської ради Сумської області»"
Михайлівська загальноосвітня школа I-III ступенів Лебединської районної ради Сумської області,Михайлівська загальноосвітня школа І-ІІІ ступенів Лебединської районної ради Сумської області
Ямпільська загальноосвітня школа I-III ступенів № 2 Ямпільської районної ради Сумської області,Ямпільська загальноосвітня школа І-ІІІ ступенів № 2 Ямпільської районної ради Сумської області
Опорний заклад Великочернеччинська спеціалізована школа I-III ступенів Сумської районної ради Сумської області,Опорний заклад Великочернеччинська спеціалізована школа І-ІІІ ступенів Сумської районної ради Сумської області
Пожнянський навчально-виховний комплекс: загальноосвітня школа I-III ст. - дошкільний навчальний заклад імені Героя Радянського Союзу Ф.В. Митрофанова Великописарівської районної ради Сумської області,Пожнянський навчально-виховний комплекс: загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад імені Героя Радянського Союзу Ф.В. Митрофанова Великописарівської районної ради Сумської області 
Комунальна установа Сумська загальноосвітня школа І-ІІІ ступенів № 8 Сумської міської ради,Комунальна установа Сумська загальноосвітня школа І-ІІІ ступенів № 8 Сумської міської ради 
Білопільська загальноосвітня школа І-ІІІ ступенів № 2 імені С.М. Гордієнка Білопільської районної ради Сумської області,Білопільська загальноосвітня школа І-ІІІ ступенів № 2 ім. С.М. Гордієнка Білопільської районної ради Сумської області 
Біловодська загальноосвітня школа I-III ступенів Роменської районної ради Сумської області,Біловодська загальноосвітня школа І-ІІІ ступенів Роменської районної ради Сумської області
"Комунальна установа Сумська спеціалізована школа І-ІІІ ступенів № 1 імені В. Стрельченка, м. Суми, Сумської області","Комунальна установа Сумська спеціалізована школа І-ІІІ ступенів № 1 імені В.Стрельченка, м.Суми, Сумської області"
Конотопська спеціалізована школа I-III ступенів №9 Конотопської міської ради Сумської області,Конотопська спеціалізована школа І-ІІІ ступенів №9 Конотопської міської ради Сумської області
Білопільська спеціалізована школа I-III ступенів №1 Білопільської районної ради Сумської області,Білопільська спеціалізована школа І-ІІІ ступенів № 1 Білопільської районної ради Сумської області
Комунальна установа Сумська загальноосвітня школа І - ІІІ ступенів № 22 імені Ігоря Гольченка Сумської міської ради,Комунальна установа Сумська загальноосвітня школа І-ІІІ ступенів № 22 імені Ігоря Гольченка Сумської міської ради
Буринська спеціалізована школа I-III ступенів № 1 імені В.М. Кравченка Буринської міської ради Сумської області,Буринська спеціалізована школа І-ІІІ ступенів № 1 імені В. М. Кравченка Буринської міської ради Сумської області
Роменська спеціалізована загальноосвітня школа I-III ступенів № 1 імені П.І.Калнишевського Роменської міської ради Сумської області,Роменська спеціалізована загальноосвітня школа І-ІІІ ступенів № 1 ім. П.І. Калнишевського Роменської міської ради Сумської області
"Слобідський навчально-виховний комплекс:загальноосвітня школа I-III ступенів, дошкільний навчальний заклад Слобідської сільської ради Буринського району Сумської області",Слобідський навчально-виховний комплекс: загальноосвітня школа І-ІІІ ступенів- дошкільний навчальний заклад Слобідської сільської ради Буринського району Сумської області
Рябинівська загальноосвітня школа I-III ступенів Кириківської селищної ради Великописарівського району Сумської області,Рябинівська загальноосвітня школа І-ІІІ ступенів Кириківської селищної ради Великописарівського району Сумської області
Глухівська загальноосвітня школа I-III ступенів № 1 Глухівської міської ради Сумської області,Глухівська загальноосвітня школа І-ІІІ ступенів № 1 Глухівської міської ради Сумської області
"Полянський навчально-виховний комплекс"" загальноосвітня школа I-III ступенів - дошкільний навчальний заклад Тростянецької районної ради Сумської області",Полянський навчально-виховний комплекс «загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад» Тростянецької районної ради Сумської області
Павлівський навчально-виховний комплекс: загальноосвітня школа I-III ступенів - дошкільний навчальний заклад Білопільської районної ради Сумської області,Павлівський навчально-виховний комплекс: загальноосвітня школа І-ІІІ ступенів- дошкільний навчальний заклад Білопільської районної ради Сумської області
Конотопська загальноосвітня школа I-III ст. №14 Конотопської міської ради Сумської області,Конотопська загальноосвітня школа І-ІІІ ступенів №14 Конотопської міської ради Сумської області
"Свеська спеціалізована школа I-III ступенів № 2 ""ліцей"" Ямпільської районної ради Сумської області",Свеська спеціалізована школа І-ІІІ ступенів № 2 «ліцей» Ямпільської районної ради Сумської області 
"Хильчицький навчально-виховний комплекс ""загальноосвітня школа I-III ступенів - дошкільний навчальний заклад"" Зноб-Новгородської селищної ради Середино-Будського району Сумської області",Хильчицький навчально-виховний комплекс «загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад» Зноб-Новгородської селищної ради Середино-Будського району Сумської області
"Комунальна організація (установа, заклад) ""Шосткинська загальноосвітня школа І-ІІІ ступенів № 4 Шосткинської міської ради Сумської області""","Комунальна організація (установа, заклад) «Шосткинська загальноосвітня школа І-ІІІ ступенів № 4 Шосткинської міської ради Сумської області»"
"Комунальна установа Сумська загальноосвітня школа І-ІІІ ступенів № 12 імені Б. Берестовського, м. Суми, Сумської області","Комунальна установа Сумська загальноосвітня школа І-ІІІ ступенів № 12 ім. Б.Берестовського, м. Суми, Сумської області"
Улянівський навчально-виховний комплекс: загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад Білопільської районної ради Сумської області,Улянівський навчально-виховний комплекс: загальноосвітня школа І-ІІІ ступенів- дошкільний навчальний заклад Білопільської районної ради Сумської області
"Комунальна організація (установа, заклад) ""Шосткинська спеціалізована школа І-ІІІ ступенів № 1 Шосткинської міської ради Сумської області""","Комунальна організація (установа, заклад) «Шосткинська спеціалізована школа І-ІІІ ступенів № 1 Шосткинської міської ради Сумської області»"
Комунальний заклад Липоводолинська спеціалізована школа I-III ступенів Липоводолинської районної ради Сумської області,Комунальний заклад Липоводолинська спеціалізована школа І-ІІІ ступенів Липоводолинської районної ради Сумської області
Глухівська загальноосвітня школа I-III ступенів № 2 Глухівської міської ради Сумської області,Глухівська загальноосвітня школа І-ІІІ ступенів № 2 Глухівської міської ради Сумської області
Плавинищенська загальноосвітня школа I-III ступенів Роменської районної ради Сумської області,Плавинищенська загальноосвітня школа І-ІІІ ступенів Роменської районної ради Сумської області
Токарівська загальноосвітня школа I-III ступенів Бездрицької сільської ради Сумського району Сумської області,Токарівська загальноосвітня школа І-ІІІ ступенів Бездрицькоїсільської ради Сумського району Сумської області
Конотопська спеціалізована школа І-III ступенів №3 Конотопської міської ради Сумської області,Конотопська спеціалізована школа І-ІІІ ступенів №3 Конотопської міської ради Сумської області 
"Комунальна організація (установа, заклад) ""Шосткинська загальноосвітня школа І-ІІІ ступенів № 12 Шосткинської міської ради Сумської області""","Комунальна організація (установа, заклад) «Шосткинська загальноосвітня школа І-ІІІ ступенів № 12 Шосткинської міської ради Сумської області»"
Гринцівський навчально-виховний комплекс: загальноосвітня школа I-III ступенів-дошкільний навчальний заклад Лебединської районної ради Сумської області,Гринцівський навчально-виховний комплекс: загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад Лебединської районної ради Сумської області
"Комунальна установа Сумська загальноосвітня школа І-ІІІ ступенів № 13 імені А.С. Мачуленка, м. Суми, Сумської області","Комунальна установа Сумська загальноосвітня школа І-ІІІ ступенів № 13 ім. А.С.Мачуленка, м. Суми, Сумської області"
Миколаївська загальноосвітня школа I-III ступенів Роменської районної ради Сумської області,Миколаївська загальноосвітня школа І-ІІІ ступенів Роменської районної ради Сумської області
"Великосамбірський навчально - виховний комплекс ""Загальноосвітня школа I-III ступенів- дошкільний навчальний заклад"" Конотопської районної ради Сумської області",Великосамбірський навчально-виховний комплекс «загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад» Конотопської районної ради Сумської області
Білопільський навчально-виховний комплекс: загальноосвітня школа I-III ступенів - дошкільний навчальний заклад №4 Білопільської районної ради Сумської області,Білопільський навчально-виховний комплекс: загальноосвітня школа І-ІІІ ступенів- дошкільний навчальний заклад № 4 Білопільської районної ради Сумської області
"Тулущанський навчально - виховний комплекс ""загальноосвітня школа I-III ступенів - дошкільний навчальний заклад"" Конотопської районної ради Сумської області",Тулущанський навчально-виховний комплекс «загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад» Конотопської районної ради Сумської області
"Некрасівський навчально-виховний комплекс: загальноосвітня школа I-III ступенів, дошкільний навчальний заклад ""Ялинка"" Глухівської районної ради Сумської області","Некрасівський навчально-виховний комплекс: загальноосвітня школа І-ІІІ ступенів, дошкільний навчальний заклад «Ялинка» Глухівської районної ради Сумської області"
Середино-Будська загальноосвітня школа I-III ступенів № 1 Середино-Будської районної ради Сумської області,Середино-Будська загальноосвітня школа І-ІІІ ступенів № 1 Середино-Будської районної ради Сумської області
Басівська загальноосвітня школа I-III ступенів Сумської районної ради Сумської області,Басівська загальноосвітня школа І-ІІІ ступенів Сумської районної ради Сумської області
Довжицький навчально-виховний комплекс: загальноосвітня школа I-III ступенів-дошкільний навчальний заклад Охтирської районної ради Сумської області,Довжицький навчально-виховний комплекс: загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад Охтирської районної ради Сумської області
"Салтиківський навчально - виховний комплекс ""загальноосвітня школа I-III ступенів- дошкільний навчальний заклад"" Дубов'язівської селищної ради Конотопського району Сумської області",Салтиківський навчально-виховний комплекс «загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад» Дубов’язівської селищної ради Конотопського району Сумської області
Глинська загальноосвітня школа I-III ступенів Роменської районної ради Сумської області,Глинська загальноосвітня школа І-ІІІ ступенів Роменської районної ради Сумської області
Роменська загальноосвітня школа I-III ступенів № 10 Роменської міської ради Сумської області,Роменська загальноосвітня школа І-ІІІ ступенів № 10 Роменської міської ради Сумської області
Новосуханівська загальноосвітня школа I-III ступенів Сумської районної ради Сумської області,Новосуханівська загальноосвітня школа І-ІІІ ступенів Сумської районної ради Сумської області
Лебединська загальноосвітня школа I-III ступенів № 5 Лебединської міської ради Сумської області,Лебединська загальноосвітня школа І-ІІІ ступенів № 5 Лебединської міської ради Сумської області
"Комунальний заклад Шалигинської селищної ради ""Соснівський навчально-виховний комплекс: загальноосвітня школа I-III ступенів, дошкільний навчальний заклад ""Теремок""","Комунальний заклад Шалигинської селищної ради «Соснівський навчально-виховний комплекс: загальноосвітня школа І-ІІІ ступенів, дошкільний навчальний заклад «Теремок»"
Спаська загальноосвітня школа I-III ступенів Кролевецької районної ради Сумської області,Спаська загальноосвітня школа І-ІІІ ступенів Кролевецької районної ради Сумської області
"Комунальна організація (установа, заклад) ""Шосткинський навчально-виховний комплекс: загальноосвітня школа І-ІІІ ступенів № 6 - дошкільний навчальний заклад ім. Героя Радянського Союзу Колодко М.О. Шосткинської міської ради Сумської області""","Комунальна організація (установа, заклад) «Шосткинський навчально-виховний комплекс: загальноосвітня школа І-ІІІ ступенів № 6- дошкільний навчальний заклад ім. Героя Радянського Союзу Колодко М.О. Шосткинської міської ради Сумської області»"
"Чорноплатівський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Конотопської районної ради Сумської області",Чорноплатівський навчально-виховний комплекс «загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад» Конотопської районної ради Сумської області
"Комунальна установа Сумська загальноосвітня школа І - ІІІ ступенів № 24, м. Суми, Сумської області","Комунальна установа Сумська загальноосвітня школа І-ІІІ ступенів № 24, м.Суми, Сумської області"
Конотопська загальноосвітня школа I-III ст. №11 Конотопської міської ради Сумської області,Конотопська загальноосвітня школа І-ІІІ ступенів №11 Конотопської міської ради Сумської області
"Чернацький навчально-виховний комплекс ""загальноосвітня школа I-III ступенів - дошкільний навчальний заклад"" Середино-Будської районної ради Сумської області",Чернацький навчально-виховний комплекс «загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад» Середино-Будської районної ради Сумської області
"Кошарівський навчально-виховний комплекс ""Загальноосвітня школа I-III ступенів - дошкільний навчальний заклад"" Конотопської районної ради Сумської області",Кошарівський навчально-виховний комплекс «загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад» Конотопської районної ради Сумської області
Могрицький навчально-виховний комплекс «Загальноосвітній навчальний заклад- дошкільний навчальний заклад» Сумської районної ради Сумської області,Могрицький навчально-виховний комплекс «загальноосвітній навчальний заклад-дошкільний навчальний заклад» Сумської районної ради Сумської області
Ганнівсько-Вирівська загальноосвітня школа I-III ступенів Білопільської районної ради Сумської області,Ганнівсько-Вирівська загальноосвітня школа І-ІІІ ступенів Білопільської районної ради Сумської області 
Самотоївська загальноосвітня школа I-III ступенів Краснопільської селищної ради,Самотоївська загальноосвітня школа І-ІІІ ступенів Краснопільської селищної ради 
"Комунальна установа Сумський навчально-виховний комплекс № 16 імені Олексія Братушки ""Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Сумської міської ради",Комунальна установа Сумський навчально-виховний комплекс № 16 імені Олексія Братушки «Загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад» Сумської міської ради
Хмелівська загальноосвітня школа I-III ступенів Краснопільської селищної ради,Хмелівська загальноосвітня школа І-ІІІ ступенів Краснопільської селищної ради 
Дружбівський навчально-виховний комплекс: загальноосвітня школа I-III ступенів - дошкільний навчальний заклад Дружбівської міської ради Ямпільського району Сумської області,Дружбівський навчально-виховний комплекс: загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад Дружбівської міської ради Ямпільського району Сумської області
"Комунальна установа Сумська спеціалізована школа І-ІІІ ступенів № 9 м. Суми, Сумської області","Комунальна установа Сумська спеціалізована школа І-ІІІ ступенів № 9, м.Суми, Сумської області "
Попівський навчально-виховний комплекс «Загальноосвітня школа І-ІІІ ступенів – дошкільний навчальний заклад» Конотопської районної ради Сумської області,Попівський навчально-виховний комплекс «загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад» Конотопської районної ради Сумської області
"Сопицький навчально-виховний комплекс: загальноосвітня школа I-III ступенів, дошкільний навчальний заклад ""Дзвіночок"" Глухівської районної ради Сумської області","Сопицький навчально-виховний комплекс: загальноосвітня школа І-ІІІ ступенів, дошкільний навчальний заклад «Дзвіночок» Глухівської районної ради Сумської області"
Андріяшівська загальноосвітня школа I-III ступенів Роменської районної ради Сумської області,Андріяшівська загальноосвітня школа І-ІІІ ступенів Роменської районної ради Сумської області
Тулиголівська загальноосвітня школа I-III ступенів Кролевецької районної ради Сумської області,Тулиголівська загальноосвітня школа І-ІІІ ступенів Кролевецької районної ради Сумської області
Рогинська загальноосвітня школа I-III ступенів Роменської районної ради Сумської області,Рогинська загальноосвітня школа І-ІІІ ступенів Роменської районної ради Сумської області
Степанівська загальноосвітня школа I-III ступенів Степанівської селищної ради Сумського району Сумської області,Степанівська загальноосвітня школа І-ІІІ ступенів Степанівської селищної ради Сумського району Сумської області
Підлипненська загальноосвітня школа I-III ст. Конотопської міської ради Сумської області,Підлипненська загальноосвітня школа І-ІІІ ступенів Конотопської міської ради Сумської області
Коровинська загальноосвітня школа I-III ступенів Коровинської сільської ради Недригайлівського району Сумської області,Коровинська загальноосвітня школа І-ІІІ ступенів Коровинської сільської ради Недригайлівського району Сумської області
Бобрицька загальноосвітня школа I-III ступенів Роменської районної ради Сумської області,Бобрицька загальноосвітня школа І-ІІІ ступенів Роменської районної ради Сумської області
"Комунальна організація (установа, заклад) ""Шосткинська загальноосвітня школа І-ІІІ ступенів № 8 Шосткинської міської ради Сумської області""","Комунальна організація (установа, заклад) «Шосткинська загальноосвітня школа І-ІІІ ступенів № 8 Шосткинської міської ради Сумської області»"
Черепівська загальноосвітня школа I-III ступенів Черепівської сільської ради Буринського району Сумської області,Черепівська загальноосвітня школа І-ІІІ ступенівЧерепівської сільської ради Буринського району Сумської області
Юнаківська загальноосвітня школа I-III ступенів Сумської районної ради Сумської області,Юнаківська загальноосвітня школа І-ІІІ ступенів Сумської районної ради Сумської області 
Воздвиженський навчально-виховний комплекс: загальноосвітня школа I-III ступенів - дошкільний навчальний заклад Ямпільської районної ради Сумської області,Воздвиженський навчально-виховний комплекс: загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад Ямпільської районної ради Сумської області
Воскресенський навчально-виховний комплекс: загальноосвітня школа I-III ступенів - дошкільний навчальний заклад Буринської міської ради Сумської області,Воскресенський навчально-виховний комплекс: загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад Буринської міської ради Сумської області 
"Духанівський навчально - виховний комплекс ""загальноосвітня школа I-III ступенів - дошкільний навчальний заклад"" Конотопської районної ради Сумської області",Духанівський навчально-виховний комплекс «загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад» Конотопської районної ради Сумської області
Глухівська загальноосвітня школа I-III ступенів № 6 Глухівської міської ради Сумської області,Глухівська загальноосвітня школа І-ІІІ ступенів № 6 Глухівської міської ради Сумської області
Буринська загальноосвітня школа I-III ступенів № 3 Буринської міської ради Сумської області,Буринська загальноосвітня школа І-ІІІ ступенів № 3 Буринської міської ради Сумської області
Томашівський навчально-виховний комплекс: загальноосвітня школа I-III ступенів - дошкільний навчальний заклад Коровинської сільської ради Недригайлівського району Сумської області,"Томашівський навчально-виховний комплекс: загальноосвітня школа І-ІІІ ступенів, дошкільний навчальний заклад Коровинської сільської ради Недригайлівського району Сумської області"
"Баницький навчально-виховний комплекс: загальноосвітня школа I-III ступенів, дошкільний навчальний заклад ""Барвінок"" Глухівської районної ради Сумської області","Баницький навчально-виховний комплекс: загальноосвітня школа І-ІІІ ступенів, дошкільний навчальний заклад «Барвінок» Глухівської районної ради Сумської області"
"Сім'янівський навчально - виховний комплекс ""загальноосвітня школа I-III ступенів- дошкільний навчальний заклад"" Дубов'язівської селищної ради Конотопського району Сумської області",Сім’янівський навчально-виховний комплекс «загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад» Дубов’язівської селищної ради Конотопського району Сумської області
Імшанська загальноосвітня школа І - ІІІ ступенів Ямпільської районної ради Сумської області,Імшанська загальноосвітня школа І-ІІІ ступенів Ямпільської районної ради Сумської області
Свеська спеціалізована школа I-III ступенів № 1 Ямпільської районної ради Сумської області,Свеська спеціалізована школа І-ІІІ ступенів № 1 Ямпільської районної ради Сумської області
Ямненська загальноосвітня школа І-ІІІ ступенів імені Героя Радянського Союзу Мусієнка І.О. Великописарівської районної ради Сумської області,Ямненська загальноосвітня школа І-ІІІ ступенів імені Героя Радянського Союзу Мусієнка І.О. Великописарівської районної ради Сумської області 
Байрацький навчально - виховний комплекс: Байрацька загальноосвітня школа І-ІІІ ст.-Байрацький дошкільний навчальний заклад Липоводолинської районної ради Сумської області,Байрацький навчально-виховний комплекс: Байрацька загальноосвітня школа І-ІІІ ступенів-Байрацький дошкільний навчальний заклад Липоводолинської районної ради Сумської області
Глухівська загальноосвітня школа I-III ступенів № 3 Глухівської міської ради Сумської області,Глухівська загальноосвітня школа І-ІІІ ступенів № 3 Глухівської міської ради Сумської області
Перекопівська загальноосвітня школа I-III ступенів Роменської районної ради Сумської області,Перекопівська загальноосвітня школа І-ІІІ ступенів Роменської районної ради Сумської області
Рижівський навчально-виховний комплекс: загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад Білопільської районної ради Сумської області,Рижівський навчально-виховний комплекс: загальноосвітня школа І-ІІІ ступенів- дошкільний навчальний заклад Білопільської районної ради Сумської області
Річківський навчально-виховний комплекс «загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад» Білопільської районної ради Сумської області,Річківський навчально-виховний комплекс «загальноосвітня школа І-ІІІ ступенів- дошкільний навчальний заклад» Білопільської районної ради Сумської області
Рябушківський навчально-виховний комплекс: загальноосвітня школа I-III ступенів-дошкільний навчальний заклад Лебединської районної ради Сумської області,Рябушківський навчально-виховний комплекс: загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад Лебединської районної ради Сумської області
Опорний заклад Садівська загальноосвітня школа I-III ступенів Сумської районної ради Сумської області,Опорний заклад Садівська загальноосвітня школа І-ІІІ ступенів Сумської районної ради Сумської області
Ворожбянський навчально-виховний комплекс: загальноосвітня школа I-III ступенів-дошкільний навчальний заклад Лебединської районної ради Сумської області,Ворожбянський навчально-виховний комплекс: загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад Лебединської районної ради Сумської області
Краснопільська гімназія Краснопільської селищної ради,Краснопільська гімназія Краснопільської селищної ради 
Андріївський навчально-виховний комплекс: загальноосвітня школа I-III ступенів - дошкільний навчальний заклад Роменської районної ради Сумської області,Андріївський навчально-виховний комплекс: загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад Роменської районної ради Сумської області 
Тернівська загальноосвітня школа I-III ступенів Недригайлівської районної ради Сумської області,Тернівська загальноосвітня школа І-ІІІ ступенів Недригайлівської районної ради Сумської області
