eoname,schoolname
Лютенська загальноосвітня школа І-ІІІ ступенів імені Героя Радянського Союзу М.Л. Величая Гадяцької районної ради Полтавської області,Лютенська загальноосвітня школа І-ІІІ ступенів імені Героя Радянського Союзу М.Л.Величая Гадяцької районної ради Полтавської області
Кременчуцька загальноосвітня школа І-ІІІ ступенів № 23 Кременчуцької міської ради Полтавської області,Кременчуцька загальноосвітня школа І-ІІІ ступенів №23 Кременчуцької міської ради Полтавської області
Полтавська гімназія № 31 Полтавської міської ради Полтавської області,Полтавська гімназія №31 Полтавської міської ради Полтавської області
"Комунальний заклад ""Полтавська загальноосвітня школа І-ІІІ ступенів № 22 Полтавської міської ради Полтавської області""","Комунальний заклад ""Полтавська загальноосвітня школа І-ІІІ ступенів №22 Полтавської міської ради Полтавської області"""
Загальноосвітня школа І-ІІІ ступенів № 2 Горішньоплавнівської міської ради Полтавської області,Загальноосвітня школа І-ІІІ ступенів №2 Горішньоплавнівської міської ради Полтавської області
Полтавська гімназія № 21 Полтавської міської ради Полтавської області,Полтавська гімназія №21 Полтавської міської ради Полтавської області
Комунальний заклад «Розсошенська гімназія Щербанівської сільської ради Полтавського району Полтавської області»,"Комунальний заклад ""Розсошенська гімназія Щербанівської сільської ради Полтавського району Полтавської області"""
"Комунальний заклад ""Полтавська загальноосвітня школа І-ІІІ ступенів № 2 Полтавської міської ради Полтавської області""","Комунальний заклад ""Полтавська загальноосвітня школа І-ІІІ ступенів №2 Полтавської міської ради Полтавської області"""
Опорний заклад Пирятинська загальноосвітня школа І-ІІІ ступенів № 6 Пирятинської міської ради Полтавської області,Опорний заклад Пирятинська загальноосвітня школа І-ІІІ ступенів №6 Пирятинської міської ради Полтавської області
Климівський навчально-виховний комплекс «загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад» Карлівської районної ради Полтавської області,"Климівський навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Карлівської районної ради Полтавської області"
Лохвицька гімназія №1 Лохвицької міської ради Полтавської області, Лохвицька гімназія № 1 Лохвицької міської ради Полтавської області
Полтавська загальноосвітня школа І-ІІІ ступенів № 4 Полтавської міської ради Полтавської області,Полтавська загальноосвітня школа І-ІІІ ступенів №4 Полтавської міської ради Полтавської області
Литвяківська загальноосвітня школа І-ІІІ ступенів Засульської сільської ради Полтавської області,Литвяківська загальноосвітня школа І - ІІІ ступенів Засульської сільської ради Полтавської області
Кременчуцька загальноосвітня школа І-ІІІ ступенів № 19 Кременчуцької міської ради Полтавської області,Кременчуцька загальноосвітня школа І-ІІІ ступенів №19 Кременчуцької міської ради Полтавської області
Сторожівська загальноосвітня школа I-III ступенів Чутівської районної ради Полтавської області,Сторожівська загальноосвітня школа І-ІІІ ступенів Чутівської районної ради Полтавської області
Комунальний заклад «Полтавська загальноосвітня школа І-ІІІ ступенів №24 Полтавської міської ради Полтавської області»,"Комунальний заклад ""Полтавська загальноосвітня школа І-ІІІ ступенів №24 Полтавської міської ради Полтавської області"""
Шишаківська загальноосвітня школа І-ІІІ ступенів Клепачівської сільської ради Хорольського району Полтавської області,Шишаківська загальноосвітня школа І - ІІІ ступенів Клепачівської сільської ради Хорольського району Полтавської області
Кременчуцька загальноосвітня школа І-ІІІ ступенів № 12 Кременчуцької міської ради Полтавської області,Кременчуцька загальноосвітня школа І-ІІІ ступенів №12 Кременчуцької міської ради Полтавської області
Петрівсько-Роменський заклад загальної середньої освіти І-ІІІ ступенів ім.Героя Радянського Союзу М.Є. Пігіди Петрівсько - Роменської сільської ради Гадяцького району Полтавської області,Петрівсько-Роменський заклад загальної середньої освіти І-ІІІ ступенів ім. Героя Радянського Союзу М.Є. Пігіди Петрівсько - Роменської сільської ради Гадяцького району Полтавської області
Кременчуцький ліцей № 5 імені Т. Г. Шевченка Кременчуцької міської ради Полтавської області,Кременчуцький ліцей № 5 імені Т.Г.Шевченка Кременчуцької міської ради Полтавської області
"Михайликівський навчально-виховний комплекс ""загальноосвітній навчальний заклад І-ІІІ ступенів - дошкільний навчальний заклад"" Шишацької селищної ради Полтавської області","Михайликівський навчально-виховний комплекс ""загальноосвітній навчальний заклад І-ІІІ ступенів-дошкільний навчальний заклад"" Шишацької селищної ради Полтавської області"
Піщанська гімназія Піщанської сільської ради,Піщанська гімназія Піщанської сільської ради 
Березоворудська загальноосвітня школа І-ІІІ ступенів Пирятинської районної ради Полтавської області,Березоворудська загальноосвітня школа І- ІІІ ступенів Пирятинської районної ради Полтавської області
"Опорний заклад ""Оріхівська загальноосвітня школа І-ІІІ ступенів імені В.М. Леонтовича Засульської сільської ради Полтавської області""","Опорний заклад ""Оріхівська загальноосвітня школа І-ІІІ ступенів імені В.М.Леонтовича Засульської сільської ради Полтавської області"""
"Кошманівський навчально-виховний комплекс ""загальноосвітній навчальний заклад І - ІІІ ступенів - дошкільний навчальний заклад"" Машівської районної ради Полтавської області","Кошманівський навчально-виховний комплекс""загальноосвітній навчальний заклад І-ІІІ ступенів-дошкільний навчальний заклад""  Машівської районної ради Полтавської області"
Хорішківський ліцей імені М. В. Остроградського Козельщинської селищної ради Полтавської області,Хорішківський ліцей імені М.В.Остроградського Козельщинської селищної ради Полтавської області
Опорний заклад Гребінківська загальноосвітня школа І-ІІІ ступенів № 4 Гребінківської міської ради Полтавської області,Опорний заклад Гребінківська загальноосвітня школа І-ІІІ ступенів №4 Гребінківської міської ради Полтавської області 
"Ставківський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад"" Зіньківської районної ради Полтавської області","Ставківський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Зіньківської районної ради Полтавської області"
Котелевська загальноосвітня школа № 4 І-ІІІ ступенів Котелевської районної ради,Котелевська загальноосвітня школа №4 І-ІІІ ступенів Котелевської районної ради
Загальноосвітня школа І-ІІІ ступенів № 1 Горішньоплавнівської міської ради Полтавської області,Загальноосвітня школа I-III ступенів №1 Горішньоплавнівської міської ради Полтавської області
"Максимівський навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад"" Карлівської районної ради Полтавської області","Максимівський навчально - виховний комплекс ""загальноосвітня школа І -ІІІ ступенів - дошкільний навчальний заклад"" Карлівської районної ради Полтавської області"
Денисівська загальноосвітня школа І-ІІІступенів імені В.В. Лесевича Оржицької районної ради Полтавської області,Денисівська загальноосвітня школа І - ІІІ ступенів імені В.В. Лесевича Оржицької районної ради Полтавської області
Спеціалізована загальноосвітня школа І-ІІІ ступенів № 5 з поглибленим вивченням предметів природничо-математичного циклу ім. Л.І. Бугаєвської Горішньоплавнівської міської ради Полтавської області,Спеціалізована загальноосвітня школа І-ІІІ ступенів №5 з поглибленим вивченням предметів природничо-математичного циклу ім.Л.І.Бугаєвської Горішньоплавнівської міської ради Полтавської області
Лубенська загальноосвітня школа І-ІІІ ступенів №10 Лубенської міської ради Полтавської області,Лубенська загальноосвітня школа І - ІІІ ступенів № 10 Лубенської міської ради Полтавської області
Карлівська загальноосвітня школа І-ІІІ ступенів №3 Карлівської районної ради Полтавської області,Карлівська загальноосвітня школа І - ІІІ ступенів № 3 Карлівської районної ради Полтавської області
"Комунальний заклад ""Полтавська загальноосвітня школа І-ІІІ ступенів № 27 Полтавської міської ради Полтавської області""","Комунальний заклад ""Полтавська загальноосвітня школа І-ІІІ ступенів №27 Полтавської міської ради Полтавської області"""
Полтавський навчально-виховний комплекс (ЗНЗ-ДНЗ) № 16 Полтавської міської ради Полтавської області,Полтавський навчально-виховний комплекс (ЗНЗ-ДНЗ) №16 Полтавської міської ради Полтавської області
"Комунальний заклад ""Полтавська загальноосвітня школа І-ІІІ ступенів № 30 Полтавської міської ради Полтавської області""","Комунальний заклад ""Полтавська загальноосвітня школа І-ІІІ ступенів №30 Полтавської міської ради Полтавської області"""
Войнівська загальноосвітня школа I-III ступенів Чутівської районної ради Полтавської області,Войнівська загальноосвітня школа І-ІІІ ступенів Чутівської районної ради Полтавської області
"опорний заклад ""Ялосовецький заклад загальної середньої освіти І-ІІІ ступенів Хорольської районної ради Полтавської області""","Опорний заклад ""Ялосовецький заклад загальної середньої освіти І-ІІІ ступенів Хорольської районної ради Полтавської області"""
"Опорний заклад ""Чутівська загальноосвітня школа I-III ступенів"" Чутівської районної ради Полтавської області"," Опорний заклад ""Чутівська загальноосвітня школа І-ІІІ ступенів_x000D_ Чутівської районної ради Полтавської області""_x000D_
"
Білухівський навчально-виховний комплекс «загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад» Карлівської районної ради Полтавської області,"Білухівський навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Карлівської районної ради Полтавської області"
"Великобузівський навчально-виховний комплекс ""загальноосвітній навчальний заклад І-ІІІ ступенів - дошкільний навчальний заклад"" Шишацької селищної ради Полтавської області","Великобузівський навчально-виховний комплекс ""загальноосвітній навчальний заклад І - ІІІ ступенів - дошкільний навчальний заклад"" Шишацької селищної ради Полтавської області"
Загальноосвітня школа І-ІІІ ступенів № 6 Горішньоплавнівської міської ради Полтавської області,Загальноосвітня школа І-ІІІ ступенів №6 Горішньоплавнівської міської ради Полтавської області
Кременчуцька загальноосвітня школа І-ІІІ ступенів № 28 Кременчуцької міської ради Полтавської області,Кременчуцька загальноосвітня школа І- ІІІ ступенів № 28 Кременчуцької міської ради Полтавської області 
Малоперещепинський заклад загальної середньої освіти І-ІІІ ступенів імені М.А. Клименка Малоперещепинської сільської ради,Малоперещепинський заклад загальної середньоїосвіти І-ІІІ ступенів імені М.А. Клименка Малоперещепинської сільської ради
"Опорний заклад ""Шишацька спеціалізована школа ім. В.І.Вернадського Шишацької селищної ради Полтавської області""","Опорний заклад ""Шишацька спеціалізована школа ім. В. І. Вернадського Шишацької селищної ради Полтавської області"""
Більська загальноосвітня школа І-ІІІ ступенів Котелевської районної ради,"Більська загальноосвітня школа І-ІІІ ступенів Котелевської районної ради_x000D_
_x000D_
"
Дейкалівський опорний заклад загальної середньої освіти І-ІІІ ступенів Зіньківської районної ради Полтавської області,Дейкалівський опорний заклад загальної середньої освіти I-III ступенів Зіньківської районної ради Полтавської області
Кременчуцький ліцей № 11 «Гарант» Кременчуцької міської ради Полтавської області,"Кременчуцький ліцей № 11 ""Гарант"" Кременчуцької міської ради Полтавської області "
Филенківська загальноосвітня школа I-III ступенів Чутівської районної ради Полтавської області,Филенківська загальноосвітня школа І-ІІІ ступенівЧутівської районної ради Полтавської області
Милорадівська загальноосвітня школа І-ІІІ ступенів Котелевської районної ради,Милорадівська загальноосвітня школа I-III ступенів Котелевської районної ради
Стасівська загальноосвітня школа І-ІІІ ступенів імені М.Башкирцевої Диканської районної ради Полтавської області,Стасівська загальноосвітня школа І-ІІІ ступенів імені М. Башкирцевої Диканської районної ради Полтавської області
Савинцівська загальноосвітня школа І-ІІІ ступенів Миргородської районної ради Полтавської області,Савинцівська загальноосвітня школа І - ІІІ ступенів Миргородської районної ради Полтавської області
Лубенська загальноосвітня школаІ-ІІІ ступенів №8 Лубенської міської ради Полтавської області,Лубенська загальноосвітня школа І-ІІІ ступенів № 8 Лубенської міської ради Полтавської області
Хорольська спеціалізована школа І-ІІІ ступенів № 3 Хорольської районної ради Полтавської області,Хорольська спеціалізована школа І - ІІІ ступенів №3 Хорольської районної ради Полтавської області
Воскобійницька загальноосвітня школа І-ІІІ ступенів Шишацької селищної ради Полтавської області,Воскобійницька загальноосвітня школа І - ІІІ ступенів Шишацької селищної ради Полтавської області
Кам'янопотоківська загальноосвітня школа І-ІІІ ступенів імені М.С.Новохатька Кременчуцької районної ради Полтавської області,Кам’янопотоківська загальноосвітня школа І-ІІІ ступенів імені М.С.Новохатька Кременчуцької районної ради Полтавської області
Клюшниківська загальноосвітня школа І-ІІІ ступенів Миргородської районної ради Полтавської області,Клюшниківська загальноосвітня школа І - ІІІ ступенів Миргородської районної ради Полтавської області
Балясненська загальноосвітня школа І-ІІІ ступенів Диканської районної ради Полтавської області,Балясненська загальноосвітня школа І - ІІІ ступенів Диканської районної ради Полтавської області
"Голобородьківський навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад"" Карлівської районної ради Полтавської області","Голобородьківський навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Карлівської районної ради Полтавської області"
Красногорівська загальноосвітня школа І-ІІІ ступенів Білоцерківської сільської ради Великобагачанського району Полтавської області,_x000D_Красногорівська загальноосвітня школа І-ІІІ ступенів Білоцерківської сільської ради Великобагачанського району Полтавської області
Лазірківська загальноосвітня школа І-ІІІ ступенів імені В.О. Підпалого Оржицької районної ради Полтавської області,Лазірківська загальноосвітня школа І-ІІІ ступенів імені В.О.Підпалого Оржицької районної ради Полтавської області
"Комунальний заклад ""Полтавська загальноосвітня школа І-ІІІ ступенів № 34 Полтавської міської ради Полтавської області""","Комунальний заклад ""Полтавська загальноосвітня школа І-ІІІ ступенів №34 Полтавської міської ради Полтавської області"""
Заводська загальноосвітня школа І-ІІІ ступенів №2 Лохвицької районної ради Полтавської області,Заводська загальноосвітня школа І - ІІІ ступенів №2 Лохвицької районної ради Полтавської області
Михайлівський опорний заклад загальної середньої освіти І-ІІІ ступенів Михайлівської сільської ради Машівського району Полтавської області,"Михайлівський опорний заклад загальної середньої освіти І-ІІІ ступенів Михайлівської сільської ради, Машівського району, Полтавської області"
Соколовобалківський заклад загальної середньої освіти І-ІІІ ступенів Нехворощанської сільської ради Новосанжарського району Полтавської області,"Соколовобалківський заклад загальної середньої освіти І - ІІІ ступенів, Нехворощанської сільської ради Новосанжарського району Полтавської області"
"Комунальний заклад ""Полтавський навчально-виховний комплекс (загальноосвітній навчальний заклад - дошкільний навчальний заклад) № 36 Полтавської міської ради Полтавської області""","Комунальний заклад ""Полтавський навчально-виховний комплекс (загальноосвітній навчальний заклад- дошкільний навчальний заклад) № 36 Полтавської міської ради Полтавської області"""
Зарізька загальноосвітня школа І-ІІІ ступенів імені М.Т. Симонова (Номиса) Оржицької районної ради Полтавської області,Зарізька загальноосвітня школа І-ІІІ ступенів імені М. Т. Симонова (Номиса) Оржицької районної ради Полтавської області
Гирявоїсковецька загальноосвітня школа І-ІІІ ступенів Лохвицької районної ради Полтавської області,"Гирявоїсковецька загальноосвітня школа І-ІІІ ступенів _x000D_
Лохвицької районної ради Полтавської області"
Малобакайська загальноосвітня школа І-ІІІступенів Решетилівської районної ради Полтавської області,Малобакайська загальноосвітня школа І-ІІІ ступенів Решетилівської районної ради Полтавської області
Староаврамівська загальноосвітня школа І-ІІІ ступенів Хорольської районної ради Полтавської області,Староаврамівська загальноосвітня школа І - ІІІ ступенів Хорольської районної ради Полтавської області
Хорольський навчально - виховний комплекс (загальноосвітній навчальний заклад І-ІІІ ступенів - дошкільний навчальний заклад) Хорольської районної ради Полтавської області,Хорольський навчально-виховний комплекс (загальноосвітній навчальний заклад І-ІІІ ступенів - дошкільний навчальний заклад) Хорольської районної ради Полтавської області
Погребівська загальноосвітня школа І-ІІІ ступенів Глобинської районної ради Полтавської області,Погребівська загальноосвітня школа І - ІІІ ступенів. Глобинської районної ради Полтавської області
"Крутобалківський навчально-виховний комплекс ""Заклад загальної середньої освіти І-ІІІ ступенів-заклад дошкільної освіти"" Драбинівської сільської ради Новосанжарського району Полтавської області","Крутобалківський навчально - виховний комплекс ""Заклад загальної середньої освіти І-ІІІ ступенів - заклад дошкільної освіти"" Драбинівської сільської ради Новосанжарського району Полтавської області"
Полтавська загальноосвітня школа І-ІІІ ступенів № 9 Полтавської міської ради Полтавської області,Полтавська загальноосвітня школа І-ІІІ ступенів №9 Полтавської міської ради Полтавської області
Світлогірська загальноосвітня школа І-ІІІ ступенів імені Антона Петровича Біленка Кобеляцької районної ради Полтавської області,Світлогірська загальноосвітня школа I - III ступенів імені Антона Петровича Біленка Кобеляцької районної ради Полтавської області
Кременчуцька загальноосвітня школа І-ІІІ ступенів № 26 Кременчуцької міської ради Полтавської області,Кременчуцька загальноосвітня школа І - ІІІ ступенів №26 Кременчуцької міської ради Полтавської області
"Обознівський навчально-виховний комплекс "" Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Глобинської районної ради Полтавської області","Обознівський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Глобинської районної ради Полтавської області"
Сухорабівська загальноосвітня школа І-ІІІ ступенів Решетилівської районної ради Полтавської області,Сухорабівська загальноосвітня школа І - ІІІ ступенів Решетилівської районної ради Полтавської області
Сем'янівський навчально-виховний комплекс Полтавської районної ради Полтавської області,"Сем'янівський навчально-виховний комплекс Полтавської районної ради, Полтавської області"
Гоголівська загальноосвітня школа І-ІІІ ступенів імені М.В.Гоголя Шишацької селищної ради Полтавської області,Гоголівська загальноосвітня школа І - ІІІ ступенів імені М. В. Гоголя Шишацької cелищної ради Полтавської області
Михнівська загальноосвітня школа І-ІІІ ступенів Засульської сільської ради Полтавської області,МИХНІВСЬКА ЗАГАЛЬНООСВІТНЯ ШКОЛА І-ІІІ СТУПЕНІВ_x000D_ ЗАСУЛЬСЬКОЇ СІЛЬСЬКОЇ РАДИ ПОЛТАВСЬКОЇ ОБЛАСТІІ 
Безсалівська загальноосвітня школа І-ІІІ ступенів Лохвицької районної ради Полтавської області,Безсалівська загальноосвітня школа І - ІІІ ступенів Лохвицької районної ради Полтавської області
Березоволуцький заклад загальної середньої освіти І - ІІІ ступенів Петрівсько - Роменської сільської ради Гадяцького району Полтавської області,Березоволуцький заклад загальної середньої освіти І-ІІІ ступенів Петрівсько - Роменської сільської ради Гадяцького району Полтавської області
"Полузірський навчально-виховний комплекс ""загальноосвітня школа І - ІІІ ступенів - дошкільний заклад"" Мачухівської сільської ради Полтавського району Полтавської області","Полузірський навчально - виховний комплекс ""загальноосвітня школа І - ІІІ ступенів - дошкільний заклад "" Мачухівської сільської ради Полтавського району Полтавської області"
"Драбинівський навчально-виховний комплекс ""Заклад загальної середньої освіти І-ІІІ ступенів - заклад дошкільної освіти"" Драбинівської сільської ради Новосанжарського району Полтавської області","Драбинівський навчально - виховний комплекс ""Заклад загальної середньої освіти І-ІІІ ступенів - заклад дошкільної освіти"" Драбинівської сільської ради Новосанжарського району Полтавської області"
Великобудищанська загальноосвітня школа І-ІІІ ступенів Диканської районної ради Полтавської області,Великобудищанська загальноосвітня школа І - ІІІ ступенів Диканської районної ради Полтавської області
Федіївська загальноосвітня школа І-ІІІступенів Решетилівської районної ради Полтавської області,Федіївська загальноосвітня школа І-ІІІ ступенів Решетилівської районної ради Полтавської області
Вараська загальноосвітня школа І-ІІІ ступенів №2 Вараської міської ради Рівненської області,Вараська загальноосвітня школа I-III ступенів №2 Вараської міської ради Рівненської області
"Радивилівський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів №2 - ліцей"" ім. П. Г. Стрижака Радивилівської міської ради Радивилівського району Рівненської області","Радивилівський навчально виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів №2-ліцей"" ім. П.Г. Стрижака Радивилівської міської ради Радивилівського району Рівненської області"
"Більськовільський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Володимирецької районної ради Рівненської області","Більськовільський навчально-виховний комплекс ""загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"", Володимирецької районної ради, Рівненської області"
"Рівненський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - ліцей"" №19 Рівненської міської ради","Рівненський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - ліцей"" № 19 Рівненської міської ради"
Рівненська загальноосвітня школа І-ІІІ ступенів №20 Рівненської міської ради,"Рівненська загальноосвітня школа І-ІІІ ступенів № 20_x000D_
Рівненської міської ради "
Тишицька загальноосвітня школа І-ІІІ ступенів Березнівської районної ради Рівненської області,"Тишицька загальноосвітня школа І-ІІІ ступенів Березнівської районної ради Рівненської області_x000D_
_x000D_
_x000D_
"
"Кідрівський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів-дошкільний навчальний заклад"" Володимирецької районної ради Рівненської області","Кідрівський навчально-виховний комплекс ""Загальноосвітня школа І-ІІІ ступенів - дошкільний навчальний заклад"" Володимирецької районної ради Рівненської області"
"Рівненська спеціалізована школа І-ІІІ ступенів ""Центр надії""ім. Надії Маринович Рівненської міської ради","Рівненська спеціалізована школа І-ІІІ ступенів ""Центр надії"" ім. Надії Маринович Рівненської міської ради"
Тутовицька загальноосвітня школа І-ІІІ ступенів Сарненської районної ради Рівненської області,Тутовицька загальноосвітня школа І-ІІІ ступенів Сарненської районної ради Рівненської області 
"Горбаківський навчально-виховний комплекс ""Дошкільний навчальний заклад - загальноосвітня школа І-ІІІ ступенів"" Гощанської районної ради Гощанського району Рівненської області","Горбаківський навчально-виховний комплекс ""Дошкільний навчальний заклад - загальноосвітня школа І - ІІІ ступенів"" Гощанської районної ради Гощанського району Рівненської області"
Клесівська загальноосвітня школа І-ІІ ступенів - ліцей Клесівської селищної ради Сарненського району Рівненської області,Клесівська загальноосвітня школа І-ІІ ступенів-ліцей Клесівської селищної ради Сарненського району Рівненської області
Рівненська загальноосвітня школа І-ІІІ ступенів №25 Рівненської міської ради,Рівненська загальноосвітня школа I-III ступенів №25 Рівненської міської ради 
Рівненська спеціалізована школа І-ІІІ ступенів №15 Рівненської міської ради,Рівненська спеціалізована школа І-ІІІ ступенів № 15 Рівненської міської ради
Антонівська загальноосвітня школа І-ІІІ ступенів Володимирецької районної ради Рівненської області,"Антонівська загальноосвітня школа І - ІІІ ступенів, Володимирецької районної ради, Рівненської області"
